genes,H1299_polyA_S2-36h-A,H1299_polyA_S2-36h-B,H1299_polyA_mock-36h-A,H1299_polyA_mock-36h-B
BMP10,0.0,0.0,0.0,0.0
ADGRF5P2,0.0,0.0,0.0,0.0
AL645941.1,0.359,0.5720000000000001,0.898,0.48700000000000004
ITGA7,0.324,0.35200000000000004,0.5579999999999999,0.527
LINC02105,0.0,0.0,0.069,0.0
JRK,7.767,7.502000000000001,7.943,7.669
CXCR2P1,0.0,0.0,0.0,0.0
IPPKP1,0.0,0.0,0.0,0.0
METTL5,16.714000000000002,14.62,14.855,16.075
LINC02202,0.0,0.0,0.0,0.0
AL078624.1,0.0,0.0,0.0,0.0
TBX10,0.0,0.0,0.0,0.0
SLC20A2,6.982,7.218,7.421,6.903
AP003352.1,0.092,0.155,0.087,0.0
AC138207.4,0.11,0.14,0.41700000000000004,0.04
HMGN2P36,0.0,0.0,0.0,0.0
AC092384.2,0.0,0.0,0.0,0.0
FAM133DP,0.439,0.895,1.756,1.24
MIR548C,0.0,0.0,0.0,0.0
AL512378.1,0.0,0.0,0.040999999999999995,0.0
LINC01776,0.762,0.485,0.7390000000000001,0.828
RNU6-611P,0.0,0.743,1.6669999999999998,1.901
ARRDC1,5.7170000000000005,5.8420000000000005,6.312,6.015
CYP3A51P,0.0,0.0,0.0,0.0
AC055731.1,0.0,0.0,0.0,0.0
AC087241.4,0.126,0.0,0.361,0.13699999999999998
SNORD116-26,0.0,0.0,0.0,0.0
AC007998.5,0.0,0.0,0.0,0.0
KLK6,0.0,0.0,0.0,0.0
AC090503.2,0.0,0.071,0.079,0.0
AL031595.2,0.0,0.0,0.0,0.0
MIR5689HG,0.071,0.18,0.0,0.0
TULP3,27.31,27.24,25.834,26.156
RO60,3.667,3.6430000000000002,3.819,3.699
AL445259.1,0.0,0.0,0.0,0.0
RNU1-56P,0.0,0.0,0.0,0.0
AC015819.2,0.0,0.418,0.156,0.11900000000000001
GPATCH4,31.857,34.209,29.283,30.308000000000003
FRMD1,0.0,0.009000000000000001,0.01,0.0
LIMS3,0.011000000000000001,0.0,0.0,0.0
MTCO1P40,0.09699999999999999,0.247,0.0,0.316
CR383656.11,0.0,0.0,0.0,0.0
TNPO3,42.74,43.501000000000005,40.446999999999996,42.876999999999995
AC108729.2,0.0,0.0,0.0,0.078
NAT8,0.0,0.0,0.0,0.0
NXF5,0.0,0.036000000000000004,0.0,0.0
MIR606,0.0,0.0,0.0,0.0
RN7SKP25,0.0,0.0,0.0,0.0
AP003062.3,0.0,0.0,0.0,0.0
IL19,0.0,0.0,0.0,0.0
AL133371.2,0.0,0.0,0.0,0.0
RNA5SP237,0.0,0.0,0.0,0.0
AL024498.2,6.646,7.0520000000000005,6.318,6.095
FOXS1,0.092,0.0,0.0,0.1
CRTC3-AS1,0.317,0.242,0.18100000000000002,0.0
AC022211.1,0.846,0.539,0.9670000000000001,0.735
ATP6V0A1,3.9330000000000003,3.82,3.98,3.846
HNRNPDLP3,0.0,0.0,0.0,0.0
PKP2,6.023,6.1339999999999995,5.377999999999999,5.735
AL627309.3,0.0,0.0,0.0,0.0
AC137590.1,0.0,0.156,0.175,0.0
XIAPP2,0.0,0.0,0.0,0.0
COL11A1,0.053,0.009000000000000001,0.019,0.036000000000000004
GHET1,0.191,0.162,0.273,0.38
AC008677.2,0.0,0.253,0.0,0.0
AL391863.1,0.06,0.0,0.085,0.0
PCNX1,5.345,5.442,5.626,5.731
CPA4,0.368,0.332,0.37200000000000005,0.3
AC010422.7,1.962,1.7719999999999998,2.369,2.15
RPL31P59,0.0,0.0,0.0,0.0
TMEM229B,0.048,0.09699999999999999,0.068,0.114
AC099329.1,8.734,8.752,9.387,8.0
RCN2,7.5889999999999995,7.603,7.494,7.44
TPK1,0.7190000000000001,0.732,0.76,0.726
TNIK,5.89,5.65,6.178,6.449
AC023300.2,0.0,0.0,0.0,0.0
LINC01343,0.0,0.0,0.0,0.0
SNORD61,0.0,0.0,0.0,0.0
EIF2S2P5,0.063,0.0,0.09,0.068
MMP13,0.7929999999999999,0.9279999999999999,0.888,1.2329999999999999
ARHGAP33,8.619,8.478,7.926,8.217
AC009686.2,0.316,0.268,0.451,0.5710000000000001
OR2M3,0.006,0.016,0.009000000000000001,0.006999999999999999
PGK1P2,1.1,1.401,1.4280000000000002,1.574
CRYBB2,0.0,0.0,0.0,0.0
MIR378H,0.0,0.0,0.0,0.794
PRKD3,7.85,8.118,8.292,8.136000000000001
WNT10B,1.68,1.6640000000000001,1.433,1.2919999999999998
AC007638.2,0.0,0.0,0.0,0.0
AC006445.1,0.0,0.0,0.0,0.0
PHACTR1,0.163,0.152,0.124,0.247
NUP85,18.769000000000002,17.71,18.177,17.319000000000003
SNORD90,0.0,0.0,0.0,0.0
KLRG1,0.655,0.8640000000000001,1.103,0.8390000000000001
AP001830.2,0.0,0.0,0.0,0.0
FP671120.2,0.0,0.0,0.0,0.0
AL137060.1,0.22899999999999998,0.11699999999999999,0.098,0.249
AL512329.1,0.0,0.049,0.0,0.040999999999999995
SETP9,0.0,0.09300000000000001,0.0,0.079
GRM6,0.0,0.0,0.0,0.0
SMN2,0.0,0.0,0.0,0.022000000000000002
SOHLH1,0.0,0.0,0.0,0.0
HOXD4,0.321,0.204,0.305,0.29
MIR6808,1.5430000000000001,1.31,1.469,1.675
MFAP1P1,0.0,0.0,0.0,0.052000000000000005
PPY2P,0.0,0.0,0.0,0.0
AP000977.1,0.0,0.0,0.0,0.0
AL121834.1,0.0,0.0,0.0,0.0
RABEP1,27.237,27.951,26.154,27.506999999999998
PRB1,0.0,0.0,0.0,0.0
TMEM106B,2.1180000000000003,2.323,2.293,2.3569999999999998
AL353803.1,0.0,0.0,0.0,0.0
MSTN,0.0,0.0,0.0,0.0
PITPNM1,9.232999999999999,8.902000000000001,9.822000000000001,9.696
PMM2P1,0.0,0.0,0.0,0.0
AC107956.1,0.278,0.354,0.397,0.45299999999999996
FAM120C,1.207,1.3530000000000002,1.389,1.52
AC073283.1,0.212,0.09,0.10099999999999999,0.153
AL132642.2,0.0,0.0,0.0,0.0
AL606748.1,0.09300000000000001,0.11800000000000001,0.132,0.302
AC005050.3,0.0,0.0,0.0,0.0
PRAMEF17,0.0,0.0,0.0,0.0
RCCD1,6.211,6.455,5.739,5.834
CTSH,0.134,0.131,0.11800000000000001,0.168
LINC01896,1.367,1.4280000000000002,1.351,1.331
MIRLET7F2,0.0,0.0,0.0,0.0
MRPL53,18.916,20.252,19.803,18.323
AL356390.1,0.0,0.0,0.0,0.0
AC009951.1,0.0,0.0,0.0,0.0
AL352984.2,0.0,0.0,0.0,0.0
AC010655.1,0.0,0.0,0.0,0.0
RNU7-124P,0.0,0.0,0.0,0.0
SLC6A3,0.0,0.0,0.0,0.0
AL139039.3,0.247,0.419,0.529,0.268
ZNF81,0.978,0.934,1.006,1.0070000000000001
ZNF334,0.19399999999999998,0.33799999999999997,0.41700000000000004,0.374
GPATCH11,9.629,8.991,8.904,9.671
MTLN,5.563,5.2,5.662999999999999,5.011
AP000439.2,0.0,0.0,0.0,0.0
EID3,6.206,6.164,7.445,6.961
SRIP1,0.0,0.0,0.0,0.0
AC110769.1,0.0,0.0,0.0,0.0
AL080316.1,0.0,0.0,0.0,0.0
RPL6P21,0.0,0.0,0.0,0.0
NEBL,0.004,0.006,0.0,0.005
RNU6-1189P,0.0,0.0,0.0,0.0
AL022393.1,0.109,0.0,0.052000000000000005,0.0
ATF4,97.57799999999999,101.446,97.15799999999999,103.391
AL355916.2,0.0,0.0,0.0,0.0
C6orf120,44.602,43.09,46.442,44.295
SENP5,8.325,7.888,8.871,8.204
DAAM1,1.082,0.9520000000000001,1.0759999999999998,0.996
OSTCP1,0.05,0.126,0.071,0.054000000000000006
CYSLTR1,0.0,0.0,0.0,0.0
AC007491.1,0.0,0.0,0.0,0.0
CDK2AP2,11.812999999999999,11.636,12.062999999999999,12.466
C8orf49,0.0,0.0,0.0,0.0
MAGEB18,0.0,0.0,0.0,0.0
ACRBP,0.172,0.11,0.092,0.14
LRRC37A6P,0.054000000000000006,0.027000000000000003,0.092,0.08199999999999999
CDH11,0.0,0.0,0.0,0.0
RNU6-1309P,0.0,0.0,0.0,0.0
TEX22,2.509,2.7119999999999997,2.439,2.713
RPL39P40,0.0,0.0,0.594,0.0
COX6CP14,0.0,0.0,0.0,0.0
RF00272,0.0,0.0,0.642,0.0
ZNF329,2.7289999999999996,2.5610000000000004,3.194,3.0839999999999996
SEMA6D,0.0,0.0,0.0,0.0
AC104596.1,0.179,0.076,0.42700000000000005,0.065
AC012671.1,0.0,0.381,0.0,0.325
AC126755.6,0.105,0.158,0.138,0.18
SPINK4,0.0,0.0,0.0,0.0
ZNF861P,0.0,0.0,0.0,0.0
COPS8,13.659,13.105,14.263,13.962
AC068759.1,0.0,0.0,0.0,0.0
SLC38A5,0.03,0.0,0.043,0.033
AC068491.1,0.489,0.187,0.5589999999999999,0.425
AL590093.1,0.0,0.0,0.0,0.0
AC008264.2,0.049,0.040999999999999995,0.023,0.0
NDUFA3P6,0.0,0.0,0.0,0.0
GTF2IRD2B,0.153,0.115,0.18,0.156
AC233300.1,0.0,0.0,0.0,0.0
UBE2V1P5,0.0,0.0,0.0,0.0
MIR6838,1.084,4.14,2.322,4.118
ALG12,3.222,3.364,3.7889999999999997,3.3989999999999996
SNORA73A,5.745,4.502,6.732,3.838
AL049779.2,0.1,0.128,0.14300000000000002,0.0
KRT40,0.0,0.0,0.0,0.0
LINC01781,0.0,0.0,0.0,0.0
AL645634.1,0.0,0.0,0.0,0.0
RPS7P10,2.617,2.948,1.4369999999999998,1.202
AL022322.1,0.16899999999999998,0.054000000000000006,0.0,0.184
HMGB1P5,6.337000000000001,6.468999999999999,5.071000000000001,4.744
AP001790.1,0.0,0.0,0.0,0.0
SNRPB,561.705,549.448,547.789,483.37800000000004
PGAM1,31.588,29.605,28.733,28.041
MED15P4,1.544,2.36,2.647,1.341
AC010422.3,4.345,5.165,5.0169999999999995,4.56
RF00019,0.0,0.0,0.0,0.0
RPL23AP32,0.132,0.0,0.18899999999999997,0.0
SLC7A13,0.0,0.0,0.0,0.0
AC026688.2,0.0,0.0,0.0,0.0
PADI3,0.0,0.0,0.0,0.0
DGAT2,4.085,4.087,3.926,3.6010000000000004
AC008694.2,0.0,0.0,0.0,0.0
GAPDHP41,0.0,0.0,0.0,0.0
RN7SL681P,0.0,0.0,0.0,0.0
C1orf74,0.79,0.66,0.6659999999999999,0.83
AC100793.4,0.0,0.0,0.0,0.0
CELA3B,0.0,0.0,0.0,0.0
TUBB3,37.126999999999995,36.173,41.095,39.639
AL161636.2,0.0,0.0,0.0,0.0
RAP1BP2,0.0,0.0,0.0,0.0
AL359711.1,0.0,0.0,0.0,0.0
WDSUB1,6.282,7.602,7.064,6.666
AC020893.2,0.42,0.428,0.36,0.273
RF00012,0.0,0.39399999999999996,0.0,0.0
AC092376.3,0.0,0.0,0.0,0.0
LMF1-AS1,0.0,0.0,0.0,0.0
PCMTD2,9.286,10.007,10.182,10.686
PPP4R1-AS1,0.32,0.0,0.0,0.348
AL020997.3,0.16899999999999998,0.0,0.483,0.0
LINC00667,3.932,4.334,4.417,4.814
SLIT2,0.192,0.237,0.16399999999999998,0.33899999999999997
DPPA5P4,0.0,0.0,0.0,0.0
H3F3AP6,0.0,0.0,0.0,0.0
PCYOX1,8.466000000000001,8.395,9.578,9.337
ZNF419,0.633,0.701,0.691,0.687
N4BP2L2-IT2,0.087,0.095,0.053,0.121
AC012510.1,2.639,4.175,2.512,3.299
AC008427.1,1.8530000000000002,1.416,1.985,1.811
TKFC,5.386,5.609,5.401,5.587999999999999
RPL22,24.666999999999998,24.808000000000003,24.953000000000003,24.829
OR5AS1,0.0,0.0,0.0,0.0
RPL35AP30,0.0,0.0,0.0,0.0
RNU4-82P,0.0,0.0,0.0,0.0
MIR615,0.0,1.61,0.903,0.6859999999999999
FKBP4P2,0.0,0.0,0.0,0.0
NPM1P41,0.0,0.0,0.0,0.0
ZNF90,3.863,3.91,4.143,3.755
IQCC,2.645,2.745,2.239,2.4730000000000003
CRYZL2P-SEC16B,0.054000000000000006,0.099,0.122,0.113
HMGB1P50,0.0,0.0,0.0,0.0
TAOK1,6.291,6.229,6.901,6.765
SUSD3,0.0,0.061,0.0,0.052000000000000005
AL121658.1,2.046,2.388,3.043,2.221
ATP5PBP1,0.0,0.0,0.0,0.11599999999999999
AL136982.7,1.175,1.413,1.3980000000000001,1.4169999999999998
PPME1,11.901,11.459000000000001,10.805,11.47
AF181450.1,0.0,0.0,0.0,0.0
FGF17,0.0,0.0,0.0,0.0
PRAMEF31P,0.0,0.0,0.0,0.0
HPRT1P1,0.0,0.0,0.0,0.0
RYR3,0.003,0.0,0.0,0.0
KLF1,0.038,0.0,0.0,0.0
CDCA4P3,0.0,0.0,0.0,0.0
APAF1,4.213,4.026,4.099,4.158
AC011604.2,0.233,0.184,0.253,0.145
GAPDHP70,0.057999999999999996,0.14800000000000002,0.249,0.063
ATP5MC3,22.065,23.8,23.44,21.185
AL117344.1,0.0,0.0,0.141,0.0
MRPS14,7.347,6.942,8.12,6.934
TMEM199,4.053999999999999,4.204,4.398,3.95
NSD1,10.663,11.263,10.602,11.235999999999999
LOX,27.561,27.851,27.814,28.281
TTR,0.0,0.0,0.0,0.0
TMEM270,0.0,0.0,0.0,0.0
AC104134.1,0.0,0.0,0.0,0.0
C1QTNF4,0.172,0.21899999999999997,0.061,0.09300000000000001
AC139712.3,0.0,0.0,0.0,0.0
AC145285.6,0.631,0.502,0.282,0.813
RNU6-437P,0.0,0.0,0.0,0.0
RBPJ,8.12,8.093,8.29,8.246
AC093752.2,0.0,0.0,0.0,0.0
AL133453.1,0.0,0.133,0.0,0.0
AL512598.1,0.445,0.28300000000000003,0.0,0.483
AL450344.3,0.0,0.0,0.0,0.0
SMARCAL1,14.672,15.222999999999999,15.899000000000001,15.267999999999999
AC011416.3,0.0,0.0,0.0,0.0
AC099518.3,4.4110000000000005,4.426,4.677,5.007
AL031729.1,16.121,15.296,15.349,12.697000000000001
AC018641.1,0.0,0.19399999999999998,0.0,0.083
AL121929.2,0.805,1.187,1.0290000000000001,1.702
MDH1,26.21,26.592,26.559,24.533
AC005479.2,0.141,0.0,0.201,0.153
SLC2A7,0.0,0.0,0.0,0.0
RANBP3L,0.0,0.0,0.0,0.0
FCGR3B,0.0,0.0,0.0,0.0
APOBEC3B,0.0,0.0,0.046,0.009000000000000001
MTCYBP13,0.0,0.0,0.0,0.0
LRRC36,0.272,0.154,0.539,0.295
AC002059.3,0.0,0.047,0.0,0.0
RNU6-5P,0.0,0.0,0.0,0.0
LINC02030,0.0,0.0,0.0,0.0
ART2BP,0.0,0.0,0.0,0.0
AC245047.4,0.0,0.0,0.0,0.0
NLRP9,0.0,0.0,0.0,0.0
HLX,0.685,0.7140000000000001,0.747,0.696
AC092958.3,0.0,0.0,0.0,0.0
AC138207.6,0.0,0.031,0.0,0.0
AC074254.1,0.0,0.0,0.0,0.0
MIR6502,0.0,0.508,0.0,0.0
ZNF451-AS1,0.0,0.031,0.0,0.013000000000000001
AC012186.2,0.37799999999999995,0.24100000000000002,0.0,0.0
RAD17,6.742000000000001,6.82,6.794,6.479
APOBEC3H,0.0,0.0,0.0,0.0
ANKRD62P1,0.0,0.0,0.0,0.0
RF00019,0.601,0.0,0.0,0.0
GAA,8.102,7.528,8.592,8.821
AC005261.3,0.175,0.16699999999999998,0.063,0.16699999999999998
TRAM2,20.222,20.87,20.467,21.588
SYF2,16.552,17.575,16.793,16.171
AC120049.1,0.0,0.0,0.0,0.0
AC006547.1,0.0,0.0,0.038,0.0
PAM16,6.978,7.272,7.059,7.207999999999999
PLGLB2,0.0,0.0,0.019,0.015
AL592295.4,0.122,0.0,0.0,0.0
AC019131.1,0.0,0.0,0.0,0.0
ENDOU,0.0,0.0,0.0,0.0
RNASEH2B,0.953,1.0290000000000001,1.035,0.99
COL21A1,0.0,0.0,0.0,0.0
RNU6-716P,0.0,0.0,0.0,0.0
AC008163.1,0.0,0.0,0.0,0.0
NOC3L,14.995999999999999,14.837,14.038,14.243
AC008802.1,0.0,0.0,0.0,0.0
ZNF134,5.232,5.008,5.465,5.064
HIP1,8.79,8.414,8.827,8.895
DQX1,0.084,0.107,0.15,0.091
LINC00840,0.0,0.0,0.0,0.0
SNORD21,0.639,0.8140000000000001,0.456,0.34700000000000003
BLCAP,6.292999999999999,6.276,6.279,6.337999999999999
CHPF2,15.638,15.117,15.944,14.790999999999999
AL606516.1,0.0,0.0,0.0,0.0
AL031705.1,0.08900000000000001,0.0,0.127,0.0
DNHD1,0.257,0.21600000000000003,0.311,0.33299999999999996
ZFP37,1.146,1.3619999999999999,1.296,1.182
TMEM18,4.056,3.741,4.032,3.423
LINC01726,0.0,0.0,0.0,0.0
AP003774.1,0.0,0.0,0.0,0.0
AC090948.2,0.10800000000000001,0.27399999999999997,0.307,0.35
AL590143.1,0.0,0.56,0.628,0.0
MIR7705,223.065,209.47799999999998,224.295,209.798
AC034229.1,0.0,0.0,0.0,0.0
SPRR2A,0.0,0.0,0.0,0.0
AC022441.1,0.0,0.0,0.0,0.0
DGKQ,3.319,3.4739999999999998,3.94,3.887
AC090673.1,0.9359999999999999,0.851,1.3359999999999999,1.161
RIMS3,0.769,0.7240000000000001,0.836,0.971
CTBP2,5.731,5.641,5.7,5.792999999999999
AC097484.2,0.0,0.0,0.0,0.0
PRSS53,0.353,0.295,0.685,0.515
OR4X2,0.0,0.0,0.0,0.0
PRSS37,0.0,0.0,0.0,0.0
LINC02139,0.0,0.0,0.0,0.0
ZNRF1,4.835,5.045,4.961,4.9430000000000005
MR1,0.11,0.11599999999999999,0.102,0.19
RN7SL378P,0.0,0.0,0.0,0.0
WDCP,6.696000000000001,6.43,6.495,6.537999999999999
CD83P1,0.106,0.27,0.152,0.23
AL035414.1,0.0,0.0,0.0,0.0
AC010149.2,0.0,0.0,0.0,0.0
GPRC5D-AS1,3.98,3.688,3.59,4.388
RN7SKP23,0.013999999999999999,0.0,0.0,0.0
KCNH1,0.04,0.012,0.025,0.04
AC068397.2,0.0,0.0,0.0,0.0
ST7-AS2,0.0,0.054000000000000006,0.0,0.0
ZNF252P,4.007,3.6660000000000004,4.112,4.048
AC079684.1,2.3609999999999998,1.415,3.174,1.96
MAP3K7CL,3.023,2.509,2.448,3.077
DACT3-AS1,0.033,0.0,0.0,0.0
AL033527.5,0.0,0.0,0.0,0.0
INMT-MINDY4,1.2890000000000001,0.9079999999999999,1.074,1.213
AC090510.1,0.313,0.07200000000000001,0.162,0.278
GEMIN8P4,1.082,0.848,1.189,1.175
AC092295.2,4.316,4.886,4.047,5.396
RNA5SP195,0.0,0.0,0.0,0.563
FIBIN,0.0,0.0,0.0,0.0
YTHDC2,4.151,4.47,4.107,4.488
AC114977.1,0.0,0.0,0.0,0.0
RPSAP22,0.0,0.0,0.0,0.0
LIG4,1.8259999999999998,1.744,2.193,2.373
E2F3P2,0.0,0.0,0.061,0.046
MIR548O2,0.0,0.0,0.0,0.0
ASXL1,17.893,18.179000000000002,17.309,18.5
AC096775.1,0.0,0.0,0.0,0.0
HMGB1P1,2.6719999999999997,2.309,2.044,2.279
TTC26,5.876,5.256,6.034,5.681
ATP2C1,16.622,17.081,17.756,16.377
NARF,6.162000000000001,6.119,6.6,6.54
TSIX,0.0,0.0,0.0,0.0
AC110058.1,0.0,0.0,0.0,0.0
IDH3G,12.620999999999999,12.743,13.015999999999998,14.065
AL355499.1,0.0,0.0,0.0,0.027999999999999997
PSMD4P1,0.0,0.07,0.0,0.0
HEXA-AS1,0.068,0.11599999999999999,0.0,0.098
TGFBR3L,1.161,1.4269999999999998,1.601,1.521
CFD,3.8739999999999997,4.49,7.022,4.96
AL591135.1,0.21600000000000003,0.17,0.249,0.18899999999999997
SYS1,7.745,7.915,7.31,7.632000000000001
AC110048.1,0.0,0.0,0.0,0.0
SNRPBP1,0.0,0.0,0.0,0.0
VPS13B,3.1510000000000002,3.102,3.656,3.614
AC097639.1,0.963,1.022,1.146,0.8009999999999999
AP000223.1,0.0,0.139,0.311,0.11800000000000001
TXNP1,0.0,0.20800000000000002,0.0,0.17800000000000002
PGF,0.5539999999999999,0.479,0.493,0.363
AP001525.1,0.0,0.0,0.0,0.0
ELOCP18,0.0,0.0,0.514,0.391
FOXP4,10.151,9.982999999999999,10.599,10.785
BARX1-DT,0.036000000000000004,0.0,0.0,0.0
TTLL7-IT1,0.021,0.0,0.03,0.0
BTF3,155.798,157.511,151.395,150.937
AC016526.3,0.031,0.02,0.066,0.017
SNRPCP13,0.0,0.0,0.0,0.0
AL158207.2,0.0,0.0,0.0,0.0
LIPE,5.7620000000000005,5.046,5.223,5.349
DCAF10,5.973,6.2170000000000005,6.691,6.977
PIEZO1P2,0.0,0.0,0.0,0.0
AC108206.1,0.0,0.0,0.0,0.0
PET100,7.75,6.91,8.629,7.122999999999999
AC244502.1,0.0,0.0,0.0,0.0
AC023818.1,0.026000000000000002,0.0,0.075,0.057
SMIM6,0.0,0.0,0.0,0.0
RP9P,6.649,6.472,6.291,5.885
PPP5C,9.088,9.602,9.479,9.296
SNORD1B,0.723,0.0,0.0,0.0
ANG,0.361,0.486,0.33299999999999996,0.23
AC129507.3,0.0,0.0,0.0,0.0
P2RY1,3.4339999999999997,3.3560000000000003,3.242,3.3310000000000004
GASK1B,0.11599999999999999,0.13699999999999998,0.14300000000000002,0.134
CLOCK,4.336,4.584,4.652,5.119
LINC02523,0.0,0.0,0.0,0.0
PIGUP1,1.442,0.765,1.2009999999999998,1.044
AC078922.1,0.0,0.0,0.0,0.0
NHP2,131.269,125.035,132.656,124.618
AL161725.1,0.0,0.0,0.0,0.0
LINC02664,0.0,0.0,0.0,0.0
ZNF124,1.518,1.403,1.554,1.444
HOXB-AS3,0.9520000000000001,0.8079999999999999,1.065,1.085
NF2,13.56,15.446,13.419,13.995
HEATR1,12.592,12.520999999999999,13.297,12.950999999999999
HOMER2P1,0.0,0.0,0.0,0.0
AP005264.1,0.828,0.843,0.828,0.629
SNHG9,5.012,4.558,6.135,4.843
AC005696.3,0.0,0.255,0.28600000000000003,0.435
RASSF9,0.044000000000000004,0.084,0.063,0.07200000000000001
WRB-SH3BGR,5.962999999999999,6.303999999999999,5.8,6.629
NDUFA5P11,4.777,6.534,5.053999999999999,4.034
TRMT112P4,0.0,0.0,0.0,0.0
AP000350.5,0.099,0.37799999999999995,0.5660000000000001,0.107
LINC02235,0.09,0.28800000000000003,0.32299999999999995,0.392
MIR200CHG,0.0,0.0,0.0,0.0
PGAM4,0.0,0.10099999999999999,0.113,0.0
CNOT6,10.627,10.216000000000001,10.319,11.347999999999999
RN7SKP244,0.0,0.0,0.0,0.0
CDH8,0.0,0.0,0.0,0.0
TRERF1,3.179,3.069,3.128,3.332
AC007493.1,0.0,0.0,0.0,0.0
AC079305.1,0.73,0.465,0.521,0.792
TMED6,0.022000000000000002,0.055999999999999994,0.031,0.071
GOLGA7B,0.009000000000000001,0.011000000000000001,0.013000000000000001,0.019
KBTBD2,15.617,17.576,16.852999999999998,15.908
VPS35L,4.4239999999999995,4.431,4.446000000000001,4.459
TAF7L,0.022000000000000002,0.0,0.0,0.024
MOSPD2,2.5340000000000003,2.818,2.764,2.658
HCN3,1.588,1.33,1.7990000000000002,2.128
AC022167.5,0.0,0.0,0.0,0.0
PRAP1,0.0,0.0,0.0,0.0
AC034102.8,0.0,0.0,0.0,0.0
AP003469.3,0.0,0.0,0.0,0.0
IGFBP2,0.154,0.114,0.073,0.055999999999999994
TSPAN16,0.0,0.0,0.0,0.0
AC006504.7,0.69,0.836,0.7040000000000001,1.034
AC008403.1,0.295,0.191,0.275,0.40700000000000003
LEMD2,12.654000000000002,12.455,12.140999999999998,12.251
TRPC4AP,38.982,39.228,37.938,37.048
AL354733.3,0.778,1.189,0.889,0.507
AC009704.2,0.251,0.0,0.0,0.0
LINC01080,0.0,0.0,0.0,0.0
CD40LG,0.0,0.0,0.0,0.0
RF00017,0.40299999999999997,0.0,0.0,0.21899999999999997
AC079779.1,0.0,0.0,0.0,0.0
OMA1,4.766,4.365,4.476,4.563
CEP170B,9.83,10.332,9.941,9.959
AL109659.2,0.073,0.0,0.0,0.039
CHCHD2P9,0.0,0.0,0.0,0.0
HES3,0.0,0.0,0.0,0.0
PPP6R2,7.647,7.744,7.81,8.031
RPL36AP33,0.392,0.249,0.8390000000000001,0.213
HNRNPCP4,1.484,2.318,1.926,1.318
AL512631.1,0.0,0.0,0.0,0.0
PPIAP28,0.0,0.0,0.0,0.0
AL158066.1,0.509,0.5770000000000001,0.632,0.648
AL357992.1,0.0,0.0,0.0,0.0
LINC00336,0.0,0.0,0.0,0.0
CLPP,47.668,46.792,49.321000000000005,46.706
AC092120.1,0.0,0.18600000000000003,0.209,0.159
AC008649.1,0.0,0.0,0.0,0.0
AC009120.2,0.9940000000000001,1.125,1.17,1.0490000000000002
MIR23A,2.0780000000000003,2.647,2.173,3.159
B4GALNT3,0.09699999999999999,0.124,0.025,0.125
GAPDHP45,0.0,0.0,0.0,0.0
CASC11,0.039,0.05,0.13,0.042
BNC2,0.7509999999999999,0.809,0.7070000000000001,0.8190000000000001
SLC35B2,19.378,20.457,19.863,20.508000000000003
AC005021.1,0.0,0.0,0.0,0.0
AC020611.2,0.0,0.0,0.0,0.0
BECN1,7.551,8.049,7.757000000000001,7.776
MIRLET7B,1.097,0.773,0.0,0.262
SAR1AP1,0.305,0.389,0.5820000000000001,0.5529999999999999
PDCL,10.26,11.542,10.769,11.075
BVES-AS1,0.563,0.684,1.097,0.639
AL365356.4,0.0,0.0,0.0,0.0
VSIG2,0.0,0.0,0.0,0.0
AC005546.1,0.0,0.0,0.887,0.674
PCDHGB7,0.32899999999999996,0.373,0.379,0.373
SYT7,0.051,0.026000000000000002,0.102,0.066
AC021594.2,0.0,0.0,0.0,0.0
SCAF4,9.729,9.967,9.827,10.272
AC104118.1,0.42,0.34,0.491,0.456
AC010620.2,0.0,0.0,0.0,0.0
AC099542.1,0.0,0.0,0.0,0.0
NDUFA2,34.302,33.915,33.203,32.501
AL022332.1,0.0,0.0,0.0,0.0
BMS1P7,0.0,0.0,0.040999999999999995,0.031
AC012213.5,14.103,14.08,14.993,14.727
MANBA,0.943,0.888,1.196,1.133
HOXC13,1.6219999999999999,1.2790000000000001,1.25,1.286
AC113385.3,0.081,0.10300000000000001,0.23199999999999998,0.17600000000000002
AC084757.2,0.0,0.429,0.401,0.5489999999999999
CT45A11P,0.0,0.0,0.0,0.0
SNORD36A,24.11,17.997,27.903000000000002,25.272
SLC11A2,5.742999999999999,5.5920000000000005,5.955,5.761
AL133325.1,0.0,0.0,0.0,0.0
AL353072.1,0.13699999999999998,0.0,0.0,0.0
AC005357.2,0.0,0.0,0.0,0.0
FP236383.5,0.0,0.0,0.0,0.0
TSTA3,17.864,17.736,16.227999999999998,16.618
RDM1P5,0.044000000000000004,0.07400000000000001,0.083,0.047
ETNK1,15.752,15.474,17.026,17.423
AL160191.3,0.027999999999999997,0.14,0.11800000000000001,0.03
NOL8,10.585,11.167,10.759,11.237
AC026356.1,1.208,1.139,1.15,0.825
TUBB4B,361.671,361.906,352.069,347.74300000000005
TUBA8,0.067,0.042,0.024,0.036000000000000004
AC092447.10,0.0,0.0,0.0,0.0
AC011270.1,1.145,1.8559999999999999,1.189,1.0170000000000001
AL354824.1,0.0,0.0,0.0,0.0
RBM43,1.11,1.43,1.272,1.472
INTS9-AS1,0.0,0.0,0.0,0.0
RN7SL162P,0.0,0.0,0.0,0.0
AC099509.1,0.0,0.0,0.0,0.0
THAP12P8,0.0,0.0,0.0,0.0
MIR646,0.0,0.0,0.0,0.0
