genes,Calu3_polyA_series2-8h-S2-1,Calu3_polyA_series2-8h-S2-2
LINC01626,0.0,0.127
OBP2A,0.0,0.055999999999999994
RPL23AP16,0.0,0.0
TPTEP1,0.0,0.0
CAPN5,3.457,2.884
CHM,4.684,4.155
AC009955.2,0.102,0.21100000000000002
MIR4257,0.0,0.0
SEC23A-AS1,0.0,0.22899999999999998
AL355864.2,0.0,0.0
MTCO1P43,0.0,0.0
RPL36AP36,0.184,0.19
TMEM56,9.539,9.986
AC068724.3,0.0,0.121
BRSK2,0.722,0.647
AC022400.8,5.1979999999999995,5.515
GNA14,0.0,0.042
AC021074.2,0.0,0.0
ACOXL,0.057999999999999996,0.01
LINC01997,0.0,0.0
SAMD9,59.608999999999995,45.515
PROZ,0.0,0.0
Z84492.1,0.138,0.191
RNY1P1,0.0,0.0
PCDHA6,0.27,0.222
AC097381.1,0.085,0.08800000000000001
B3GALT1,0.12,0.09
AC009228.1,0.0,0.0
MIR548AQ,0.0,0.0
AL136116.1,0.145,0.0
H2BFWT,0.0,0.0
SESN3,1.828,1.517
AL691447.2,0.0,0.0
FAM156A,0.0,0.0
RN7SKP103,0.0,0.0
MIR194-2,0.0,0.0
SLC39A3,5.535,6.7010000000000005
PIGY-DT,0.0,0.0
AC010463.2,0.0,0.0
NCK1,18.059,17.803
AC025186.1,0.0,0.0
GRM8,0.017,0.009000000000000001
AC063977.6,0.0,0.0
MIR26B,0.7190000000000001,0.0
RF00425,0.0,0.0
HYDIN,0.015,0.016
RAD1P1,0.0,0.0
AL731684.1,0.0,0.0
HMGCLL1,0.0,0.012
AC137627.1,0.0,0.0
FTLP1,0.105,0.0
AC245100.2,0.297,0.307
ANKAR,0.289,0.22899999999999998
AC099811.5,0.0,0.07
AC100858.3,0.0,0.0
AC005534.2,0.0,0.0
AL034376.1,0.0,0.0
TMEM44-AS1,5.544,6.04
TLR4,0.871,0.684
JOSD2,26.45,34.656
AC004009.2,0.0,0.0
AP001184.1,0.0,0.0
MIR631,0.738,0.764
WWC2,5.482,4.507
AC007773.1,0.684,0.53
C2orf91,0.013000000000000001,0.053
MC5R,0.028999999999999998,0.06
RF00573,1.026,0.0
ZNF525,1.89,1.6130000000000002
AC092754.2,0.0,0.0
AC011342.1,0.0,0.0
RPL35AP25,0.168,0.0
AC035139.1,0.0,0.0
AC090114.1,1.113,0.511
BCKDK,16.945999999999998,17.408
ALG1L8P,0.146,0.0
PIK3IP1,5.517,5.329
AL500522.2,0.0,0.0
CFAP43,0.046,0.04
ASPHD2,0.7070000000000001,0.578
NAT16,0.0,0.0
HMGN1P8,0.5770000000000001,0.39799999999999996
AC004223.3,3.7760000000000002,3.72
TEX45,0.057,0.078
RNF157,0.301,0.24600000000000002
LINC02668,0.0,0.0
RF00134,0.311,0.965
AC040160.2,0.033,0.034
PKD1P5,0.052000000000000005,0.022000000000000002
MCF2L,0.33,0.294
FAM83G,5.676,5.212000000000001
CASC9,0.0,0.0
LINC00431,0.09300000000000001,0.096
AL441992.1,6.822,5.37
AC055811.4,3.0,2.155
BID,18.712,22.173000000000002
GRAMD2B,5.861000000000001,5.466
WASHC5,16.082,14.059000000000001
BUB3,17.262999999999998,18.218
MYH7B,0.055999999999999994,0.036000000000000004
ZPBP2,0.0,0.025
CECR7,0.0,0.0
AC010519.1,0.322,0.5
YBX1P6,0.055,0.0
ROM1,1.1540000000000001,1.171
UOX,0.092,0.095
AC011444.4,0.0,0.0
ST7L,1.633,1.42
RALYL,0.012,0.0
AL592078.1,0.17300000000000001,0.0
LINC01007,0.0,0.0
MAP3K12,0.535,0.561
ZBTB49,1.4569999999999999,1.09
LINC01151,0.0,0.0
AC026471.5,0.0,0.0
TBC1D3E,0.0,0.0
SMARCE1P5,5.154,4.5360000000000005
KRTAP4-16,0.0,0.0
BACE1-AS,0.9940000000000001,0.9059999999999999
SEC14L3,0.0,0.0
RBMX2,12.922,13.467
AC126773.2,0.395,0.511
AL451074.5,0.0,0.0
TEX50,0.0,0.0
AC139100.1,0.0,0.0
AP005019.3,0.0,0.0
AC079322.1,0.244,0.0
AC127070.3,0.0,0.0
RPS26P49,0.0,0.0
MORN3,0.158,0.20800000000000002
TTC17,7.291,6.585
ARMC1,10.19,9.818
LINC01725,0.02,0.0
BDH2P1,0.452,0.311
CHKB,6.343999999999999,6.02
MTND6P25,0.0,0.0
AC024995.1,0.596,2.464
AC146507.1,0.0,0.0
DEFB108B,0.0,0.0
PUM1,19.525,16.282
TECR,12.835,13.109000000000002
AC110615.1,0.027999999999999997,0.0
AC145350.2,0.0,0.0
BTBD6P1,0.0,0.0
PRADC1,14.675,14.81
AL121758.1,5.571000000000001,5.815
CD79B,0.0,0.027999999999999997
AL805961.1,0.0,0.0
RNU6-513P,0.799,1.3769999999999998
AP006621.1,0.21,0.0
EBLN2,1.27,0.938
NUTM2E,0.0,0.0
Z97652.1,0.0,0.0
AC007743.1,1.5659999999999998,1.45
SYPL2,0.040999999999999995,0.013999999999999999
HNRNPUL2,26.17,25.009
RPL18,198.71599999999998,243.752
MTCO2P29,0.0,0.0
AC139493.2,0.0,0.035
AC096887.2,1.104,1.1420000000000001
SYNPO,0.589,0.688
LY6G5C,1.6269999999999998,1.639
AP000590.1,0.11900000000000001,0.0
MIR1205,0.0,0.0
LETMD1,3.7560000000000002,4.14
ANO8,1.892,1.7169999999999999
RPL5P4,9.377,9.051
AC092135.3,0.06,0.031
GANAB,103.397,94.462
EIF4A1P9,0.0,0.0
AL139095.2,8.27,7.454
TRAF6P1,0.0,0.0
NUDT12,6.722,5.86
NRTN,4.545,5.113
AP005061.1,0.155,0.12
RSPH6A,0.022000000000000002,0.0
HSBP1P2,1.209,0.75
RPS7P11,1.04,0.88
AL355834.1,0.0,0.0
C1orf94,0.0,0.0
AL121885.2,0.0,0.0
AC005523.1,0.0,0.685
AC005237.1,0.0,0.0
AC051619.1,0.0,0.0
RNA5SP352,0.0,0.0
AC092171.4,1.052,1.541
RNF212B,0.0,0.0
HLA-E,74.21,73.904
MIR1908,0.0,0.358
FP565171.1,0.0,0.075
AC099794.2,0.0,0.0
AP001330.4,0.0,0.0
GADD45G,0.754,0.52
DBT,1.495,1.505
AC018630.2,0.6809999999999999,0.76
AL031708.1,3.139,2.7430000000000003
AL121936.1,0.038,0.0
OR52H2P,0.0,0.0
RPS4XP9,0.0,0.147
RN7SKP50,0.0,0.0
DNAJC24,2.7510000000000003,2.5839999999999996
AL031777.3,2.03,2.194
AC024568.1,0.0,0.051
RF00019,0.0,0.0
AC020910.1,0.0,0.0
RPL37P1,0.0,0.20199999999999999
RN7SL737P,0.196,0.203
RBFOX3,0.0,0.0
OR1X5P,0.0,0.0
MYO16,0.0,0.0
AC008026.2,0.47700000000000004,0.165
SNORA15,2.082,0.215
SNORD58A,1.133,1.3219999999999998
AP001630.1,0.0,0.0
TDRKH-AS1,1.311,2.209
ARPIN,3.7960000000000003,3.1860000000000004
RF00019,0.0,0.0
MIS18A,9.743,11.463
AC092755.2,0.138,0.0
TRIM34,3.346,2.843
LRRN4CL,0.075,0.10400000000000001
AC016747.2,0.0,0.065
AC090686.1,0.0,0.22899999999999998
OR51L1,0.0,0.0
AL645608.3,0.0,0.0
H19,0.019,0.059000000000000004
MAGEA5,0.0,0.0
AP005264.4,0.0,0.0
AC022137.1,0.0,0.0
TRBV13,0.0,0.0
RPL18P13,0.779,1.107
RF00019,0.0,0.0
OR3D1P,0.0,0.0
CAND1,12.799000000000001,11.767999999999999
TMEM108-AS1,0.0,0.021
DDR1-DT,0.027999999999999997,0.0
MAPKBP1,1.091,1.078
AC097382.1,0.0,0.09699999999999999
AC021192.1,0.0,0.0
ALDH3A2,5.859,5.97
DALRD3,15.537,15.136
ANKRD30B,0.0,0.01
ZNF154,0.01,0.0
AC108725.1,0.0,0.0
KRT8P3,65.593,75.03
DENND1B,2.022,1.6440000000000001
KNOP1P3,0.0,0.0
B3GALNT2P1,0.0,0.0
AC013470.1,0.0,0.0
AC003682.1,0.0,0.0
LSM12P1,2.92,2.338
AL512649.1,0.667,0.493
BPESC1,0.0,0.049
AC012100.2,0.0,0.0
GYG1P3,0.223,0.28800000000000003
RF00019,0.0,0.0
DBIP1,0.0,0.22
MIR596,0.0,0.0
SCN11A,0.022000000000000002,0.0
RF00019,0.0,0.0
DOCK7,1.5919999999999999,1.419
CENPW,51.068000000000005,60.091
DCAF16,3.1630000000000003,2.95
ALPK1,0.867,0.632
AC020893.1,0.0,0.099
FLNC-AS1,0.0,0.0
FKBP9,12.987,11.724
AC012435.1,0.0,0.034
AC114495.2,0.634,0.524
AC055733.4,0.0,0.0
MS4A6A,0.0,0.01
SLC8A2,0.0,0.011000000000000001
RIMBP3B,0.0,0.0
CHD1L,4.404,4.462
CASP6,7.867999999999999,8.107000000000001
AL359916.1,0.0,0.0
MIR581,0.0,0.0
DNER,0.127,0.044000000000000004
AC007846.1,0.0,0.0
AL603962.1,0.508,0.985
EIF4EP5,0.087,0.0
AC136475.7,0.187,0.0
RNU2-15P,0.0,0.0
AC011396.2,0.0,0.0
DEFB112,0.0,0.0
MIR3609,0.0,0.0
SPPL2A,9.652000000000001,8.843
RN7SL735P,0.0,0.0
MIR103B1,0.0,0.0
REXO5,1.266,1.1420000000000001
UFD1,9.671,10.935
ASTN2,0.174,0.166
RPS6KB1,3.537,3.721
RPL10P19,0.0,0.04
LINC02159,0.0,0.025
Z94721.1,0.28800000000000003,0.149
LINC01341,0.083,0.057999999999999996
PRELID1P3,0.258,0.535
GPT2,7.191,6.654
AC093151.2,0.281,0.145
RF00561,0.0,0.0
CAMKK1,0.552,0.478
AC114341.1,0.159,0.32799999999999996
TRBC1,0.073,0.0
MIR30C1,0.0,0.0
DOK2,0.0,0.0
PRDX3P2,0.0,0.094
AL359853.2,0.314,0.48700000000000004
RPUSD3,6.39,7.6579999999999995
DPH6-DT,0.18100000000000002,0.15
DNAH7,0.086,0.11
AC015917.1,0.0,0.0
LHCGR,0.0,0.0
AC013267.1,0.0,0.0
RHOQP2,0.0,0.0
CAND2,0.0,0.021
MIR4467,0.44,0.0
LINC02204,0.0,0.018000000000000002
AC106822.1,0.0,0.0
LINC01646,0.0,0.0
OR52B5P,0.0,0.0
NAMPTP3,0.0,0.0
MIR4738,0.0,0.0
FAM20A,0.027000000000000003,0.0
KLHL24,3.509,2.92
GNB1,46.065,44.025
TBC1D28,0.015,0.0
AC010285.3,0.0,0.0
NTN1,0.078,0.098
TFDP1,10.119,10.449000000000002
SCN3B,0.012,0.018000000000000002
TP53TG3D,0.0,0.0
UBBP5,0.20800000000000002,0.0
LINC00158,0.049,0.026000000000000002
CORO1C,47.213,45.538999999999994
TTN,0.002,0.002
PREPL,8.247,8.283
AC016042.1,0.0,0.0
AC092944.1,0.179,0.223
AC073332.1,0.84,0.9840000000000001
TMEM63B,22.943,20.077
AL672291.1,0.0,0.0
RNU6-646P,0.0,0.0
RSBN1L,3.49,3.2110000000000003
TLL1,0.0,0.0
SNHG4,5.854,5.103
ZFHX4,0.45,0.382
VDAC1P13,0.0,0.0
C19orf57,0.26,0.22399999999999998
CENPS-CORT,2.246,2.387
LURAP1,0.0,0.0
TPT1P12,0.0,0.0
FAM155B,1.325,1.1420000000000001
MIR6872,0.447,0.0
SDR9C7,0.0,0.0
AC104978.1,0.0,0.0
AC090627.1,0.282,0.43799999999999994
NTRK3,0.004,0.0
RN7SL473P,0.185,0.7659999999999999
OR5P4P,0.0,0.0
NPFFR2,1.784,1.4809999999999999
NPIPA1,0.387,0.419
AL009178.3,0.0,0.0
AC006237.1,0.115,0.0
AL117336.1,0.496,0.513
FTLP2,0.0,0.10800000000000001
PCP4L1,0.0,0.081
CACNB3,2.648,2.5140000000000002
RPS7P12,0.0,0.0
SPIDR,2.785,2.536
AC104564.4,0.0,0.0
AL360157.1,0.0,0.0
CBWD5,0.44,0.34700000000000003
RAB6D,0.018000000000000002,0.076
SDHCP4,0.217,0.337
AC018695.1,0.0,0.0
GAB3,0.011000000000000001,0.011000000000000001
SLC30A6,8.712,9.052999999999999
SLIRP,22.736,29.871
NUBPL,1.686,1.419
AC107214.1,0.396,0.205
AC010240.3,0.14,0.0
AC020703.1,0.0,0.0
TRAPPC2L,13.775,14.888
AC133644.1,0.059000000000000004,0.0
RBM11,0.469,0.583
AC131212.3,0.617,0.76
ZNF747,2.329,2.451
AC004775.1,0.0,0.0
ANKMY2,14.687000000000001,15.35
EXOC6,4.928,4.948
RNU1-134P,0.0,0.0
AC133963.1,0.0,0.0
RPL23AP48,0.0,0.0
LINC01894,0.0,0.0
NDUFA5P10,0.0,0.0
NF1P8,0.0,0.0
CAPN1,39.709,38.344
AL139352.1,0.039,0.02
AC004233.4,0.266,0.687
PDZPH1P,0.0,0.0
PPP6R1,20.374000000000002,20.159000000000002
MIR421,0.326,0.0
AC025171.5,0.0,0.062
AC007969.1,21.064,26.526
ROCK1,7.877000000000001,7.256
DCBLD2,31.666,28.793000000000003
SNX8,10.658,10.296
HIST1H2BD,29.983,26.766
CEP76,1.943,1.953
TRAPPC3L,0.0,0.0
SLC25A44,4.245,3.9739999999999998
PPP3R1,17.741,18.22
RPUSD1,21.443,24.658
CHST3,12.453,10.913
Z85996.1,0.0,0.0
AL390123.1,0.23399999999999999,0.242
GPR1-AS,0.017,0.0
AC079031.1,0.0,0.0
AC004692.1,0.0,0.0
AC055813.1,0.235,0.081
AL355355.1,0.0,0.0
FN1,9.927999999999999,7.732
GSTM2,0.009000000000000001,0.016
ASAP3,0.355,0.413
SELENOM,0.139,0.18
AC006023.1,0.0,0.221
AC064852.1,0.0,0.0
SLC30A8,0.0,0.0
LINC01273,1.053,0.5770000000000001
NOL4L,3.9339999999999997,3.468
LINC00869,0.244,0.272
DCTN2,27.674,27.357
CYCSP4,0.0,0.0
LINC00870,0.015,0.0
MAP1LC3BP1,0.0,0.0
ZSWIM7,3.528,4.387
TXLNGY,0.0,0.0
AC005324.4,0.379,0.313
Z75746.1,0.0,0.0
PSMB2,44.476000000000006,48.223
NASP,25.219,26.509
FARS2,2.715,3.0210000000000004
GAL3ST1,1.8969999999999998,1.925
STARD9,0.075,0.044000000000000004
RF02187,0.091,0.381
AP000769.1,1.844,1.875
HSP90B3P,1.6969999999999998,1.535
SEMA5A,0.068,0.07
ACTRT3,5.138,5.21
SHC2,1.9040000000000001,1.581
AC113189.9,2.441,3.863
PELI2,3.1069999999999998,2.6439999999999997
EIF3KP3,0.0,0.0
AC079355.2,0.0,0.0
AL451042.2,0.7959999999999999,0.41200000000000003
MIR4733,0.0,0.0
ITGA9-AS1,0.20800000000000002,0.284
RF00019,0.0,0.0
MOV10,8.041,7.269
SERP1,59.398999999999994,60.812
AC104332.1,0.0,0.0
SLC25A5P8,0.0,0.128
RIPK1,5.324,5.121
RRP1,8.651,8.705
RN7SL126P,0.0,0.0
NRARP,7.571000000000001,7.526
CTNNB1,29.66,26.855
MIR6855,0.0,0.0
NEK4P3,0.0,0.0
TCEA3,0.977,0.8959999999999999
AC005821.1,0.0,0.015
RPSAP61,0.126,0.065
MAPK6P3,0.0,0.0
MTR,3.0660000000000003,2.448
FAM129B,99.426,93.48299999999999
AL591926.2,0.0,0.0
AC026191.1,0.134,0.156
RF00017,0.0,0.0
CLUAP1,2.12,1.889
RPL27AP5,0.37,0.0
AC244131.2,0.0,0.0
AC005077.1,0.0,0.0
AC119403.2,0.0,0.0
AP003555.1,0.0,0.0
ISX,0.0,0.0
AC005670.1,0.28,0.435
AL136131.3,0.884,0.609
AL390719.1,12.697000000000001,12.715
SPRED2,6.459,5.796
AL022318.4,0.242,0.09
AC079416.2,0.046,0.0
SNORD4A,4.6160000000000005,4.773
LSM14B,21.01,21.898000000000003
AP005901.3,0.0,0.0
AL031274.1,2.765,3.033
AL592114.3,0.0,0.0
AC243967.1,0.23199999999999998,0.28
DNAJB5-DT,0.0,0.306
FRG2MP,0.0,0.0
AC083805.3,0.0,0.0
ASB14,0.051,0.0
UQCC1,7.421,7.22
AC009623.2,0.0,0.0
SLC25A29,6.855,6.707999999999999
TPM3,37.02,39.606
LINC00466,0.0,0.0
AC130686.1,0.022000000000000002,0.0
AC097451.1,0.0,0.084
AC087645.3,0.0,0.0
GRAP2,0.009000000000000001,0.0
AL360091.3,0.0,0.0
ATG4AP1,0.0,0.0
CHMP4C,11.812999999999999,10.763
MFSD10,31.122,31.381999999999998
AC092296.3,0.0,0.0
RPL22P19,0.0,0.0
TPT1-AS1,0.495,0.446
AC008870.4,0.0,0.0
AC012339.1,0.0,0.0
AKAP8L,12.792,12.315999999999999
AL645608.2,0.0,0.0
TMEM117,0.09699999999999999,0.083
RN7SL36P,0.0,0.0
KCNE3,0.452,0.545
AC132192.1,0.0,0.0
BANF1P4,2.2569999999999997,2.546
AL391095.3,0.462,0.39799999999999996
COX5AP2,5.3420000000000005,3.78
COTL1,52.266000000000005,56.167
PRELID3BP6,0.0,0.0
RF01873,0.0,0.0
TNFRSF1A,23.565,22.026
ZNF597,1.374,1.567
AP003472.1,0.066,0.068
AC093720.1,0.0,0.08
AC092597.1,1.439,1.209
LINC02073,0.0,0.01
SH2B2,0.6970000000000001,0.457
BOLA3P3,0.239,0.247
MOGS,24.726,25.396
CPN1,0.0,0.0
BX293535.1,0.0,0.0
U2AF2,77.529,77.186
AC018521.7,0.0,0.02
AC027702.1,0.125,0.09699999999999999
SPANXN5,0.0,0.0
CAP1,123.27799999999999,120.59899999999999
AC105129.1,0.18600000000000003,0.0
CYLC2,0.0,0.0
F8,0.126,0.042
AL117190.1,0.0,0.0
AC011389.3,0.0,0.0
RRAGA,62.951,59.876000000000005
AC068760.1,0.0,0.0
LINC00452,0.0,0.0
CCDC25,9.897,10.014
AC073941.2,0.0,0.0
AL132712.2,0.0,0.0
AC092810.1,0.0,0.0
AC020911.2,0.0,0.0
AC007622.1,0.10400000000000001,0.214
ASB7,6.609,5.636
PSORS1C2,0.064,0.0
VANGL2,2.41,2.033
SNRPEP3,0.0,0.0
AC012065.4,0.08199999999999999,0.16899999999999998
RF00019,0.0,0.0
PKD1,1.237,1.043
UGT1A9,6.989,7.274
CT55,0.0,0.0
MFN1,18.419,17.391
AC132942.1,0.0,0.0
AC079944.2,3.622,3.2
KCNQ1-AS1,0.0,0.0
SMYD1,0.0,0.0
AL133284.1,0.0,0.0
CIPC,3.457,3.293
NCOR1P3,0.0,0.0
HOXD9,0.03,0.0
ATG3P1,0.0,0.0
SCN9A,0.7979999999999999,0.6920000000000001
AL953897.1,0.0,0.0
RHOXF1P3,0.0,0.0
INHBA,7.1610000000000005,5.995
MST1R,27.736,25.248
LINC01433,0.159,0.08199999999999999
AC005884.2,0.0,0.0
AC079416.1,0.141,0.11
RN7SL632P,0.0,0.0
AC116562.4,0.024,0.025
PATJ,5.026,4.1610000000000005
AC090340.1,0.011000000000000001,0.0
LINC00504,0.0,0.0
AL138799.1,0.298,0.308
FRG1HP,2.331,1.989
AC092604.1,0.0,0.0
GPR108,17.514,16.972
AC099518.4,0.0,0.165
MAP3K13,4.895,4.758
AL589880.1,0.0,0.0
AC008736.1,0.008,0.0
TOP1MT,4.067,4.109
MAFG-DT,3.5069999999999997,3.4160000000000004
RNU6-33P,0.0,0.535
AC068234.2,0.155,0.161
GPC3,2.697,2.05
NUDT8,3.214,3.556
DYNLL1P3,0.0,0.0
IFI6,268.253,273.955
RCC2P4,0.0,0.055
FOXN2,8.052,7.199
RN7SL663P,0.0,0.0
AC011195.2,0.0,0.0
EEF1AKNMT,16.135,17.165
LINC00543,0.45,0.18600000000000003
USP16,6.527,6.982
LINC02605,0.021,0.033
AC011330.3,0.049,0.017
AC022118.1,0.0,0.105
AL606662.1,0.0,0.0
AC087482.1,0.031,0.17800000000000002
SAMD9L,13.297,9.798
RN7SL513P,0.0,0.0
ADGRE2,0.026000000000000002,0.0
AP1S2,12.095999999999998,13.597999999999999
GLIDR,0.249,0.298
SNRNP40,18.781,19.555
AC090164.1,0.0,0.0
IFIT3,42.637,32.196
AL445985.1,0.0,0.0
LINC01922,0.0,0.0
AC005486.1,0.0,0.0
MBNL2,8.486,7.925
C2orf15,2.719,2.5660000000000003
AC025465.1,0.0,0.0
PPIAP42,0.22699999999999998,0.11800000000000001
RN7SL760P,0.0,0.0
RALGPS1,0.45299999999999996,0.39299999999999996
SATL1,0.024,0.008
RF00019,0.0,0.0
TMEM183B,3.241,2.945
CLEC1B,0.0,0.0
AC092296.2,0.0,0.0
RF00019,0.0,0.0
AC021915.2,0.0,0.0
AL353803.2,0.0,0.0
RPS8P4,0.08800000000000001,0.0
PGAP1,0.703,0.539
AC008750.2,0.0,0.0
RF00019,0.0,0.0
RFPL4AP6,0.0,0.0
PPP1R3D,5.124,5.377000000000001
MAPK11,4.966,4.965
AC017002.1,0.18899999999999997,0.0
AC020558.3,0.0,0.0
RFPL4AP1,0.0,0.0
AC104308.1,0.0,0.0
HAS3,11.652999999999999,10.112
TRIM51CP,0.0,0.0
LNCOC1,0.039,0.04
NDUFAB1,61.291000000000004,76.44800000000001
OCIAD1-AS1,0.0,0.0
AC002472.3,0.0,0.0
DLD,13.114,13.427999999999999
AC026471.2,0.0,0.29600000000000004
LGMNP1,0.682,0.35200000000000004
OR7E24,0.0,0.0
AC093422.1,0.1,0.0
SLC25A4,7.586,8.725
CT83,23.462,29.804000000000002
AOAH,0.016,0.0
MIR6510,6.154,8.486
AC020909.1,3.065,3.532
GTF2IP3,0.0,0.0
CCDC9,7.178,7.711
DCHS2,0.013999999999999999,0.013999999999999999
SMCR2,0.098,0.0
SLC25A33,1.9780000000000002,2.445
OR52K3P,0.513,0.557
LINC02053,0.0,0.061
LY86-AS1,0.0,0.0
AC096921.1,0.0,0.0
KCNK15,0.308,0.068
AC034236.3,0.12,0.0
NUP210,9.503,8.129
ZNF25-DT,0.0,0.0
ALX4,0.0,0.0
RBP5,0.311,0.36
SNRPGP6,0.0,0.0
MIR30B,0.0,0.0
PRKRA-AS1,1.426,1.331
ZNF519P4,0.0,0.0
MAD1L1,3.417,3.739
GDF9,0.084,0.175
NPIPB10P,0.0,0.0
CBLL2,0.0,0.0
TNFSF12,4.159,4.091
AL162719.1,0.0,0.0
AC004890.2,0.769,0.474
COA4,44.946000000000005,53.751999999999995
WDR46,56.568999999999996,59.24100000000001
AC104692.1,0.0,0.0
AC005383.1,0.0,0.107
AL049780.2,0.45299999999999996,0.156
IPO8,7.744,7.605
TMED4,28.862,29.104
IGFL3,0.0,0.0
MROH6,15.427999999999999,12.74
ZNF322P1,0.0,0.0
MIR3926-1,0.0,0.0
OR8H2,0.0,0.0
AL034399.1,0.0,0.0
MOXD1,3.298,2.6430000000000002
TGM5,0.015,0.0
HMGN1P12,0.0,0.0
LINC00624,0.0,0.0
ANKRD20A19P,0.02,0.0
MYORG,7.251,6.308
HAL,0.065,0.078
GYG1P1,0.0,0.0
ZNF485,2.925,2.641
RF00394,1.2309999999999999,0.0
NRBF2P3,0.32,0.066
FOXN3,0.48700000000000004,0.465
IL18R1,0.127,0.079
OR5F1,0.0,0.0
GSTA1,0.0,0.0
PRPF6,51.933,52.073
NOVA2,0.0,0.019
CCDC12,10.462,12.073
AP002495.2,0.6829999999999999,0.518
AC010680.4,0.7140000000000001,0.9490000000000001
OR8G7P,0.0,0.0
LHX5,0.018000000000000002,0.0
AC003002.1,4.312,3.225
TRAV6,0.0,0.0
AC025262.1,0.0,0.0
OR5M2P,0.0,0.0
MIR711,12.389000000000001,7.16
AC008687.4,1.7109999999999999,1.272
AL670729.3,0.096,0.1
GALNT12,6.98,6.767
AC009088.4,0.198,0.0
CALY,0.0,0.0
AC074051.5,0.0,0.0
NPM1P32,0.0,0.19
TACC2,0.682,0.5770000000000001
CASC4,8.17,6.643
AC107959.1,0.635,0.48
OR51A3P,0.0,0.0
TMC8,0.193,0.115
TNIP2,9.3,9.895
AL512361.1,0.0,0.0
ZNF436,3.275,3.052
CNBD2,0.564,0.778
MIR621,5.193,4.177
CARMIL2,0.28300000000000003,0.33
RPE,27.166999999999998,27.925
LRMP,0.008,0.017
AL035419.1,0.0,0.203
Z84723.1,0.0,0.0
EYA4,5.152,4.308
LTBR,19.864,18.802
AC104365.3,0.0,0.0
AL392172.1,4.482,4.394
IPO5,8.275,7.705
WDR31,0.595,0.546
SLAMF8,0.017,0.0
AL512652.2,0.032,0.0
SIRT3,3.3310000000000004,2.9189999999999996
MICAL1,7.364,6.489
AC073073.2,0.129,0.156
AL627422.2,0.0,0.0
PPP6R2P1,0.0,0.0
IDUA,1.501,1.03
AC138207.5,0.0,0.0
DPY19L2P3,0.10400000000000001,0.175
DCAF4,4.406000000000001,4.362
SLIT2-IT1,0.092,0.0
RNASEH2C,8.86,10.69
OTC,0.0,0.0
RN7SL498P,0.0,0.0
AC023024.1,0.107,0.08800000000000001
GIMAP2,0.792,0.46399999999999997
THRB-AS1,0.009000000000000001,0.009000000000000001
OR1A1,0.0,0.0
STARD7,30.58,30.509
AC137630.5,0.0,0.0
GNAI2P2,0.0,0.0
TH,0.034,0.071
AP000974.1,0.11599999999999999,0.14400000000000002
AC120057.3,0.171,0.248
ASNSD1,14.105,16.074
AL008627.1,0.0,0.11800000000000001
RNU6-406P,0.0,0.0
MIR6892,1.686,2.49
OR10G7,0.0,0.0
MMP2,0.0,0.0
ADGRF2,3.5469999999999997,3.1260000000000003
AL583856.2,0.102,0.0
SETP2,0.0,0.0
FBXO21,6.902,6.949
TOR1B,12.689,13.182
AC006378.1,0.0,0.0
PPIAP3,0.21899999999999997,0.113
HAS2-AS1,0.517,0.632
DNAJA3,11.953,11.86
AC022616.4,0.0,0.0
RANP5,0.0,0.0
OR4C50P,0.0,0.0
AC064801.2,0.17,0.0
AL032822.1,0.0,0.0
RWDD4P2,2.656,2.951
LINC00867,0.0,0.0
TREML1,0.0,0.0
RF00017,0.0,0.0
AC136944.3,0.0,0.0
PLTP,1.504,1.307
AC129492.5,0.11900000000000001,0.12300000000000001
SLC25A51P3,0.0,0.0
NAGS,1.354,1.807
SUPT5H,20.861,19.889
RPL29P3,0.0,0.0
AC104126.1,0.0,0.0
TNR,0.0,0.0
RDM1P1,0.0,0.0
Z70280.1,0.0,0.0
AL161932.2,0.0,0.0
Z99496.1,0.0,0.0
PPIAP49,0.555,0.0
AL137847.1,0.125,0.129
RF00045,0.0,0.0
MIR7111,60.003,53.701
AC013701.1,0.0,0.493
OR51E1,0.0,0.0
AP005205.1,0.0,0.0
HMCN2,0.0,0.0
CPTP,13.202,13.138
AC108751.3,0.0,0.0
SPATA21,0.049,0.0
AC093690.1,0.0,0.0
ARHGAP29,12.703,11.088
C7orf25,4.962,5.211
FAM66D,0.121,0.187
AC100767.1,0.0,0.0
AMER1,1.8969999999999998,1.472
SLC12A5-AS1,0.025,0.026000000000000002
SSU72,12.936,14.918
AC078980.1,0.21100000000000002,0.0
AL133551.1,0.091,0.141
RPS29,37.159,46.523
NKAIN1,0.0,0.0
AC093295.1,0.0,0.0
AL355432.1,0.0,0.0
NDUFB7,123.198,168.738
PCBP2P1,0.0,0.028999999999999998
RAB42,0.428,0.469
AP000997.1,0.0,0.0
RPL7P2,0.0,0.214
CXCR1,0.0,0.0
WDR48,6.3,5.557
RNU6-82P,0.0,0.0
AC114546.4,0.0,0.0
FRG2B,0.0,0.0
AC092143.3,12.732000000000001,12.399000000000001
AC130895.1,0.0,0.0
AC013429.1,0.0,0.0
AL356056.2,0.22399999999999998,0.057999999999999996
AL136115.1,0.0,0.0
AGAP7P,0.081,0.0
ST13P5,3.293,3.2510000000000003
AC008521.2,0.0,0.0
UNC119B,12.572000000000001,10.948
AC107068.2,0.0,0.0
AC073264.3,0.0,0.0
BARX2,16.253,14.743
RPS27P29,0.0,0.22699999999999998
EVA1A,0.02,0.0
