genes,H1299_polyA_S2-12h-A,H1299_polyA_S2-12h-B
ENOX1,0.496,0.5429999999999999
GLRX2,2.802,2.71
PLCD4,0.304,0.275
VDAC3P1,0.155,0.11
FOXH1,0.29,0.187
AC080128.1,0.0,0.0
RN7SL526P,0.0,0.293
BHLHA15,0.7709999999999999,0.703
PEF1,37.461999999999996,37.291
AC004951.3,0.252,0.34600000000000003
AC108729.3,0.0,0.0
RBBP4P1,2.6860000000000004,3.005
LCEP1,0.0,0.0
C8orf59P1,0.0,0.0
RF00019,0.0,0.0
TMPRSS4,0.0,0.0
IFIT1,0.419,0.385
FBXO2,9.879,9.638
NDUFS7,7.48,7.023
FAM110B,0.284,0.37799999999999995
TCP10L2,0.0,0.0
AL163973.3,0.0,0.0
HNRNPR,38.035,38.65
CDK8,8.248,8.392000000000001
RAB6C-AS1,0.0,0.024
SLC25A6,210.365,207.555
KLF16,30.959,31.583000000000002
CIC,17.654,17.453
ATP6V1FNB,0.28300000000000003,0.205
AC087457.1,0.0,0.0
AC090510.3,0.214,0.0
AC016722.1,0.0,0.07200000000000001
TRIM54,0.0,0.0
AC090960.1,0.0,0.0
LRRC74B,0.008,0.008
AL356534.1,0.0,0.0
PTMAP10,0.267,0.426
TNNI3,0.10800000000000001,0.034
CHMP3,10.954,11.075999999999999
PRMT5P1,0.0,0.078
AC010536.1,0.7490000000000001,0.6629999999999999
CRAMP1,3.915,4.004
TAS2R19,0.461,0.583
IFNA17,0.0,0.0
HMOX2,19.065,19.134
THAP9,0.599,0.777
RNA5SP427,0.0,0.0
CERS6-AS1,0.08199999999999999,0.109
TMBIM1,21.555,21.320999999999998
TSEN2P1,0.0,0.0
CLK4,1.795,2.013
CPM,20.979,21.699
VN1R80P,0.0,0.138
TMEM72-AS1,0.0,0.0
AL356986.1,0.0,0.0
AC011474.2,0.0,0.086
PSG9,0.0,0.009000000000000001
NDUFAB1P1,0.191,0.203
CYCSP34,0.289,0.154
AC104051.1,0.0,0.0
AC022868.2,0.106,0.09
AC010894.3,0.6890000000000001,0.7709999999999999
LINC01063,0.505,0.134
EIF4BP4,0.0,0.0
MOCS2,6.15,6.542999999999999
AC010325.2,0.0,0.0
AC007656.2,0.0,0.0
AC104458.1,0.0,0.0
AC100791.1,0.0,0.0
TMEM26,0.0,0.0
YJU2,35.647,35.347
AC016168.3,0.0,0.0
RF00019,0.0,0.0
NCAPD2,124.999,126.73100000000001
AC083836.1,0.01,0.0
RPL12P19,0.0,0.0
FRG2C,0.0,0.0
KRT18P34,0.0,0.0
AC005262.2,0.0,0.10300000000000001
AC027319.1,0.086,0.27399999999999997
RF00019,0.0,0.0
CRYGC,0.0,0.0
TREM1,0.0,0.0
AC011389.1,0.0,0.0
RGR,0.0,0.0
PGD,76.711,76.00399999999999
AL390838.2,0.0,0.171
AC138393.2,0.0,0.0
PSMA3P,0.0,0.0
AC108727.1,0.0,0.11900000000000001
CLMP,3.537,3.763
AC055720.2,5.621,5.211
TNFSF10,0.0,0.0
EIF4A3,34.094,33.796
SLC8A3,0.0,0.0
SMG7,8.618,9.214
LINC00891,0.0,0.0
MYO9B,23.191999999999997,23.82
AC017100.2,0.0,0.0
SLC25A1P3,0.106,0.226
ATRN,11.177999999999999,11.365
NMD3,21.075,22.768
MMUT,5.281000000000001,5.5329999999999995
RF00181,0.0,0.0
BBIP1,1.8419999999999999,1.8719999999999999
RNU6-1010P,0.0,0.0
SPATA22,0.008,0.0
AL118558.3,0.57,1.17
NEURL1,3.455,3.5439999999999996
LINC02084,0.0,0.0
ZFAS1,37.977,35.339
KIAA1210,0.0,0.0
UBA52P5,0.41700000000000004,0.8859999999999999
RNF165,0.0,0.0
CD68,16.061,15.812000000000001
KCNIP4-IT1,0.0,0.0
CMC1,1.227,1.3090000000000002
SLC25A47,0.0,0.0
MUC20-OT1,0.479,0.542
LINC02672,0.0,0.0
H2AFJ,17.914,17.721
PPBPP1,0.0,0.0
ZNF467,2.2880000000000003,1.99
CDO1,5.476,4.246
AL359924.1,0.006999999999999999,0.006999999999999999
CELA3A,0.0,0.0
GOLGA8N,0.0,0.006
LRPAP1,13.17,13.140999999999998
CNGB1,0.0,0.0
TFAP2B,0.0,0.0
MICOS10P3,0.0,0.0
PF4,0.0,0.0
RBM7,3.09,2.989
AL929601.1,0.0,0.0
LINC00301,0.0,0.0
ZNF512,7.4110000000000005,8.35
ACBD3,11.498,11.568
OR6M1,0.0,0.0
ZNF137P,0.823,1.2670000000000001
AC011477.7,0.0,0.0
EXO5,5.074,4.794
ANKRD20A7P,0.073,0.09699999999999999
PPP1R1B,0.0,0.0
ANKHD1-EIF4EBP3,9.511000000000001,9.261000000000001
AL020995.1,0.0,0.0
C19orf73,0.5920000000000001,0.945
RF00108,0.563,0.0
AC010328.1,0.011000000000000001,0.0
VGLL4,6.056,5.854
GUCY1B2,0.054000000000000006,0.035
PTPN1,36.834,37.961999999999996
TUBB1,0.0,0.0
RF00019,0.0,0.0
LINC01644,0.0,0.0
AP001496.2,0.09,0.024
FGFBP3,0.794,0.643
BICDL2,0.0,0.0
ZCRB1,42.36,45.03
RPL32P1,0.0,0.0
BBS12,0.794,0.5589999999999999
NXF3,0.012,0.0
RORA,0.049,0.044000000000000004
BLOC1S5,7.577999999999999,7.6739999999999995
AC009229.2,0.0,0.0
MAGED4,0.0,0.0
ZNF837,1.074,1.28
LSM12,2.032,2.013
CCDC106,2.428,2.025
RAB28,17.254,18.146
RPL21P6,0.0,0.0
IGFBP4,3.488,3.3080000000000003
AC062020.1,0.0,0.0
CHAD,0.0,0.0
CDPF1,5.476,4.7410000000000005
ASPH,13.122,13.67
GALNT11,6.156000000000001,6.039
FAM53B,3.984,4.01
AL451000.1,0.0,0.0
MED27,8.431000000000001,8.472999999999999
TUBB8P2,0.0,0.0
ZDHHC23,5.289,5.607
AC009975.1,0.0,0.0
CYCSP19,0.0,0.14800000000000002
MAP4K3-DT,0.225,0.312
AP005482.3,0.855,1.494
AC006460.1,0.039,0.0
XRN2,57.498999999999995,58.691
RN7SL617P,0.0,0.0
AC074386.1,0.037000000000000005,0.0
AP000920.1,0.0,0.0
PPIHP1,0.086,0.092
TUBG2,3.989,3.9589999999999996
AP000436.1,0.0,0.057999999999999996
SIAH3,0.0,0.0
GPX8,9.495,9.49
NEPRO,5.404,5.515
AC092040.1,0.0,0.0
G6PD,12.397,11.515999999999998
AL109924.4,0.0,0.0
MEIS1-AS2,0.0,0.0
ATG5,15.488,15.792
ECEL1,0.0,0.0
RF01882,12.425999999999998,10.48
AC023968.1,0.0,0.0
AP001033.2,1.534,1.492
CHCHD2P3,0.0,0.0
LINC01102,0.0,0.009000000000000001
ATP6V0D2,0.0,0.016
AC010240.2,0.0,0.039
AL050402.1,0.0,0.0
APOA1,0.09300000000000001,0.0
AC012513.2,0.0,0.0
TULP2,0.0,0.0
C4orf17,0.0,0.0
ZBTB44,5.091,5.51
LINC01985,0.0,0.0
AC055733.1,0.0,0.0
AC104058.1,0.0,0.0
TRMT12,11.274000000000001,10.932
AP001527.2,0.7659999999999999,0.667
MRPS23,24.215999999999998,23.096
KY,0.0,0.0
NEUROG2,0.21100000000000002,0.081
AC010999.1,0.0,0.0
AC025674.1,0.5429999999999999,0.505
LINC02671,0.0,0.0
NAV2-AS1,0.0,0.071
KCNV2,0.0,0.0
AL390783.1,0.0,0.0
AC016696.1,0.0,0.0
GSTM5,0.0,0.0
AC006254.3,0.0,0.0
NEMP1,27.357,29.359
AC114878.2,0.0,0.0
TGFBR1,4.709,4.8660000000000005
CSF1R,0.0,0.0
RF02220,0.0,0.0
GNAI2P1,0.0,0.0
AC114488.1,0.0,0.0
AC011239.2,0.0,0.0
AC127070.4,0.084,0.133
AC006600.2,0.0,0.0
AC122129.1,0.0,0.0
AL157392.4,0.0,0.271
TTLL11,1.218,1.541
RPL9P29,0.0,0.0
USP27X,1.276,1.393
RPS20P32,0.12300000000000001,0.0
ZC3H13,8.794,8.968
SLCO4C1,0.529,0.415
C12orf10,48.605,46.438
SATB2,3.8739999999999997,4.075
KIF13A,10.811,10.969000000000001
AC123595.1,0.0,0.0
AL356133.1,0.11800000000000001,0.0
TREHP1,0.0,0.0
AC073333.1,0.0,0.07200000000000001
AC245884.9,0.0,0.0
AL139390.1,0.0,0.0
DNAH11,0.005,0.0
AL157884.1,0.0,0.0
PCLO,0.818,0.8440000000000001
SPAG16,1.022,1.24
SEPT7-AS1,0.184,0.115
AL034374.1,0.16,0.085
MIR6829,1.9680000000000002,1.396
SETD2,9.821,10.389000000000001
KPNA6,19.209,19.644000000000002
RN7SL402P,0.0,0.0
IL17F,0.0,0.0
NKX2-3,0.0,0.0
AC105219.4,0.0,0.0
AL078645.2,0.0,0.0
SLC22A9,0.0,0.0
AC069547.1,0.0,0.0
KRT8P1,0.0,0.0
BMS1P2,0.15,0.12300000000000001
RPSAP76,0.052000000000000005,0.0
ITGA4,6.757000000000001,6.561
CBWD1,1.023,0.815
BST1,0.575,0.49
CBLB,0.278,0.299
MIR137,0.0,0.22899999999999998
RAB5IF,82.2,78.85300000000001
MIR6747,9.128,5.879
AC069218.2,0.0,0.0
POLR3C,9.061,9.052
TDO2,0.0,0.0
OLFM4,0.0,0.0
FBXO10,2.575,2.3369999999999997
PLUT,0.0,0.0
FCF1P2,2.676,3.208
MIR1248,2.21,2.426
SEPT8,6.892,7.029
AL357055.1,0.322,0.0
AC134312.5,0.0,0.0
AC010883.1,0.552,0.11699999999999999
BSN,0.371,0.35700000000000004
AC090568.1,0.0,0.0
AL627309.5,0.013999999999999999,0.023
AC078993.1,0.0,0.0
SNORD8,0.0,0.0
MIR4667,1.3319999999999999,0.708
WIPF2,5.751,5.667000000000001
AP000350.6,0.0,0.0
PSAT1P1,0.0,0.0
AC011604.1,0.0,0.0
RN7SL535P,1.0390000000000001,0.632
AC110795.1,0.0,0.0
FAM160B2,3.923,3.842
ATP8A2P2,0.0,0.0
GOT2,47.309,47.403999999999996
NAT1,0.209,0.20800000000000002
AC106820.6,0.0,0.0
SIX2,0.08,0.064
MRPS7,32.309,32.309
AC009032.1,0.408,0.0
RHBDF2,6.752999999999999,5.983
AP001052.1,0.0,0.0
LINC02169,0.0,0.0
HSPA8P1,2.254,1.913
VARS,58.25899999999999,57.681000000000004
RPL7P16,0.0,0.0
NMT1,33.245,33.505
ASF1A,18.451,19.45
EIF2B1,22.488000000000003,22.546
EXO1,11.419,10.884
CCT5,121.69,121.55799999999999
SOD1P3,0.0,0.0
NR1H2,12.822000000000001,13.382
AC005899.5,0.0,0.085
MTCO2P21,0.0,0.0
CELF2-AS2,0.0,0.0
AC211476.4,0.115,0.245
MIR98,0.0,0.0
TMEM101,7.747999999999999,8.088
RRAGD,7.789,7.531000000000001
SALRNA1,0.0,0.0
AC117440.1,0.077,0.08199999999999999
AC096667.1,0.114,0.067
AC011465.1,0.0,0.0
LINC02252,0.0,0.096
AC009901.1,0.0,0.0
KRTAP3-3,0.0,0.0
AC233263.6,0.0,0.0
VDAC1P7,0.0,0.0
METTL25,1.23,1.591
PKN1,42.215,43.263999999999996
ITM2B,7.307,7.494
AL139254.1,0.0,0.0
AC005042.1,0.385,0.35100000000000003
AC100858.1,0.0,0.0
RPL34P19,0.0,0.13699999999999998
SMAD6,0.534,0.623
CNTNAP1,3.61,3.218
ATP6V1E1,33.25,33.531
NUPR1,0.015,0.016
AL121899.2,0.015,0.0
LINC01653,0.0,0.0
SELE,0.0,0.0
AC008481.1,0.222,0.0
AC073288.1,0.0,0.0
XRN1,3.2569999999999997,3.188
SIRT7,8.332,8.64
AL133500.1,4.941,5.21
FRG1,8.935,9.651
NR5A1,0.0,0.0
AL133352.1,15.642000000000001,14.481
RF00019,0.0,0.0
FAM230G,0.0,0.0
ACIN1,35.836999999999996,36.209
LCK,0.0,0.0
MIR4644,0.0,0.0
ASLP1,0.644,0.6970000000000001
UBC,104.634,111.551
TRMT9B,0.006,0.006
RPL7AP4,0.0,0.0
SP140L,1.9909999999999999,2.11
GEMIN7,27.355,27.309
AC009506.1,1.0590000000000002,0.7509999999999999
MIR3682,1.57,0.557
ZNF155,2.0180000000000002,2.3409999999999997
AC132008.1,0.0,0.0
RPSAP39,0.0,0.053
LINC01900,0.046,0.098
VCPIP1,10.107999999999999,10.369000000000002
SUCLA2,3.387,3.535
AP5B1,5.435,4.937
MIR125A,0.511,0.0
HNRNPA1P33,0.313,0.083
REC8,0.377,0.535
RN7SKP5,0.0,0.0
TMEM63A,1.153,1.032
AC069277.1,0.596,0.619
ZNF688,3.6489999999999996,3.31
SPON1-AS1,0.183,0.0
RPL21P11,0.0,0.0
ZNF559-ZNF177,0.561,0.5
AC138305.1,0.0,0.0
AC020718.1,0.0,0.0
ERG,0.261,0.228
SBK2,0.0,0.064
TCIRG1,7.604,7.763999999999999
AC127526.2,0.0,0.0
SNORA36A,0.223,0.11699999999999999
MIR4680,1.9980000000000002,6.73
AL136442.1,0.0,0.0
AC025445.1,0.0,0.0
AL390838.1,0.022000000000000002,0.0
FAAH2,0.022000000000000002,0.0
VKORC1,10.902999999999999,10.073
CSRNP1,2.449,2.533
AL136531.2,5.582999999999999,5.712999999999999
CCDC78,1.123,0.846
SLC12A9-AS1,0.595,0.887
CCDC6,8.443,7.862
AC116096.1,0.0,0.0
HBS1L,16.246,16.206
MRGPRF,0.0,0.0
ANP32BP1,3.897,3.28
EXOC4,6.456,6.444
AC093330.1,0.018000000000000002,0.038
PRPF19P1,0.0,0.0
TIMM29,12.63,13.044
PLA2G4F,0.0,0.0
AL606491.1,0.0,0.0
RND1,0.423,0.675
ITIH6,0.008,0.0
RPS27AP15,0.0,0.0
DCAF7,26.065,25.511999999999997
C20orf141,0.0,0.0
AC040926.1,0.0,0.0
MYH3,1.492,1.486
PIN1,21.627,19.869
R3HDM2P2,0.021,0.0
UBE2R2,17.522000000000002,17.754
RF00019,0.0,0.0
AC092807.2,0.0,0.192
MYO18B,0.444,0.424
C1QL4,2.968,2.887
GCSAM,0.0,0.0
AL445490.1,0.0,0.0
PCAT6,0.198,0.105
AP000867.4,0.0,0.0
ARHGDIA,125.45700000000001,129.35399999999998
CYP4F26P,0.966,0.946
KRT39,0.0,0.0
POU4F2,0.027999999999999997,0.015
UQCRHP4,0.0,0.0
RPL21P133,0.0,0.0
CLDN9,0.083,0.03
AL592211.1,0.0,0.282
PHBP19,0.29100000000000004,0.124
RBM27,12.523,13.12
RPL35P1,0.23800000000000002,0.253
MIR18B,0.0,0.0
AC016866.1,0.0,0.0
DIO3OS,0.0,0.0
RNU5E-3P,0.0,0.0
BRIX1,16.820999999999998,17.56
SLC22A18,0.37200000000000005,0.466
ATP7B,1.99,2.229
ZEB2P1,0.136,0.024
AL136301.1,0.0,0.0
AC090527.3,0.0,0.085
LINC01109,0.307,0.22
FGD4,0.5710000000000001,0.537
AL049775.3,0.068,0.0
HTN1,0.0,0.0
FZD1,4.954,4.613
RPL36AP6,0.0,0.0
Z97056.2,0.0,0.0
AC087477.2,0.0,0.0
OSGIN1,5.769,6.871
RABGAP1L-IT1,0.0,0.0
ERVK3-1,6.105,5.945
AL023803.1,1.41,2.25
AC116565.1,0.024,0.025
Z83846.1,0.0,0.0
AC024592.2,0.037000000000000005,0.0
AC023794.2,0.0,0.0
FAM131B,0.013999999999999999,0.015
AC061975.3,0.0,0.192
HSPE1P10,0.0,0.0
GALNT18,3.563,3.843
FAM228A,0.0,0.02
AC005920.3,0.0,0.0
AF196972.1,0.0,0.0
AC010319.1,0.035,0.037000000000000005
FAM20C,0.043,0.0
AC114490.2,3.668,3.613
MIR4779,0.0,0.0
SCFD1,7.317,7.343
BX324167.1,0.0,0.0
ACSL1,4.133,4.189
UPP2,0.0,0.0
LAMTOR4,46.352,43.93
LAMB4,0.006,0.0
GCN1,51.388999999999996,50.151
EXOSC6,7.567,7.678999999999999
PCDHA5,0.086,0.121
AC020658.7,0.0,0.0
AC024243.1,0.055999999999999994,0.12
LDHBP3,0.0,0.0
RNU6-1022P,0.0,0.0
AC010894.1,0.122,0.0
AC008687.1,0.0,0.0
ACAD9,14.615,13.637
TMOD4,0.14300000000000002,0.051
CD37,0.0,0.0
MIR4657,21.144000000000002,22.496
SPDYE2,0.0,0.0
AC103808.2,0.0,0.0
KRBA2,0.7659999999999999,0.7140000000000001
EMSY,2.682,2.659
AC108718.1,0.0,0.0
LINC01551,0.06,0.036000000000000004
LINC00917,0.0,0.0
AL117328.2,0.0,0.0
RNU4ATAC,1.038,0.736
TMEM206,4.947,5.263
AC009804.2,0.0,0.0
AC004543.1,0.0,0.0
RNU6-558P,0.0,0.0
KLK10,0.0,0.0
TRMT2A,14.232000000000001,13.870999999999999
AL359313.1,0.069,0.0
APOF,0.0,0.0
RNF169,4.433,4.907
AC090204.1,0.6890000000000001,1.0390000000000001
SEPT2,50.873000000000005,49.43
IGLCOR22-1,0.0,0.0
CAPNS1,190.68200000000002,184.293
AC090826.1,0.0,0.0
PODN,0.0,0.0
AC023347.2,0.0,0.0
AC087664.1,0.0,0.0
AC092666.2,0.0,0.0
AGBL5-AS1,0.0,0.0
MIR3149,0.0,0.563
RSPO1,0.0,0.0
TOX4P1,0.142,0.151
PDZRN3-AS1,0.0,0.0
CARHSP1,7.053,7.193
RNU6-1158P,0.0,0.0
STRN,5.347,5.55
AL160279.1,0.0,0.0
AC138649.5,0.0,0.0
AL592466.1,0.0,0.0
KCNIP2,0.382,0.20600000000000002
AZI2,8.59,8.931000000000001
ITGA2B,0.15,0.09300000000000001
AL355075.4,0.48200000000000004,0.22
MAN2B2,9.023,9.269
GJD3,0.0,0.0
SCLT1,2.951,3.4160000000000004
RPS18,518.992,489.86199999999997
LINC02153,0.0,0.0
AC100871.1,0.0,0.0
ALKAL2,0.0,0.0
COX14,30.015,28.198
ZSCAN5DP,0.015,0.016
TOMM20L,0.07200000000000001,0.0
EFCAB12,0.023,0.006
AL358176.2,0.0,0.0
LINC01554,0.043,0.0
SLC25A15P4,0.0,0.0
SNTB1,0.317,0.303
AL160291.1,0.0,0.0
CNN2P9,0.725,0.514
AC244157.2,0.0,0.0
AC025188.1,0.0,0.23399999999999999
AC068254.1,0.091,0.0
AKAP8P1,0.0,0.0
RPS7,83.94200000000001,84.09100000000001
CMAS,50.04600000000001,50.522
AC087163.3,2.291,2.104
ZNF480,4.527,4.112
AC006116.2,0.0,0.047
AC002511.3,0.0,0.0
EML2-AS1,6.761,6.474
PLCB3,10.712,10.568
ZNF627,2.0869999999999997,1.975
C10orf142,0.0,0.0
AL359397.2,1.182,1.4680000000000002
LINC01854,0.0,0.0
RF00264,0.0,0.0
SEPT6,1.9069999999999998,2.051
HIST1H4A,0.141,0.15
ZNF471,0.642,0.6759999999999999
EIF3FP3,11.614,12.097999999999999
CD24P4,0.0,0.0
AL031587.4,0.0,0.0
AC023905.1,0.0,0.0
RPS3AP6,9.895,8.527999999999999
OMP,0.08900000000000001,0.38
ATP5MGP4,0.0,0.152
TMEM39A,4.959,5.0760000000000005
SNORD59A,5.274,3.429
AC093817.1,0.0,0.0
BMP10,0.0,0.0
ADGRF5P2,0.0,0.0
AL645941.1,0.78,0.6920000000000001
ITGA7,0.359,0.514
LINC02105,0.0,0.0
JRK,7.659,7.452999999999999
CXCR2P1,0.0,0.0
IPPKP1,0.0,0.0
METTL5,14.48,14.459000000000001
LINC02202,0.0,0.0
AL078624.1,0.0,0.0
TBX10,0.0,0.0
SLC20A2,7.279,7.7589999999999995
AP003352.1,0.044000000000000004,0.047
AC138207.4,0.132,0.19699999999999998
HMGN2P36,0.107,0.34299999999999997
AC092384.2,0.0,0.0
FAM133DP,1.844,1.286
MIR548C,0.0,0.0
AL512378.1,0.0,0.022000000000000002
LINC01776,0.591,0.65
RNU6-611P,0.423,0.899
ARRDC1,6.279,5.242999999999999
CYP3A51P,0.0,0.0
AC055731.1,0.0,0.0
AC087241.4,0.0,0.09699999999999999
SNORD116-26,0.0,0.0
AC007998.5,0.0,0.19699999999999998
KLK6,0.0,0.0
AC090503.2,0.0,0.0
AL031595.2,0.0,0.0
MIR5689HG,0.0,0.054000000000000006
TULP3,25.754,25.621
RO60,3.375,3.5389999999999997
AL445259.1,0.0,0.0
RNU1-56P,0.0,0.0
AC015819.2,0.317,0.168
GPATCH4,36.548,37.704
FRMD1,0.0,0.0
LIMS3,0.0,0.0
MTCO1P40,0.0,0.15
CR383656.11,0.0,0.0
TNPO3,45.3,45.956
AC108729.2,0.0,0.0
NAT8,0.0,0.0
NXF5,0.0,0.022000000000000002
MIR606,0.0,0.0
RN7SKP25,0.0,0.0
AP003062.3,0.0,0.0
IL19,0.0,0.0
AL133371.2,0.0,0.0
RNA5SP237,0.0,0.0
AL024498.2,7.0520000000000005,6.209
FOXS1,0.033,0.0
CRTC3-AS1,0.0,0.195
AC022211.1,1.103,0.5870000000000001
ATP6V0A1,4.258,4.1610000000000005
HNRNPDLP3,0.0,0.0
PKP2,4.886,5.072
AL627309.3,0.0,0.0
AC137590.1,0.08900000000000001,0.18899999999999997
XIAPP2,0.0,0.0
COL11A1,0.01,0.026000000000000002
GHET1,0.161,0.245
AC008677.2,0.0,0.0
AL391863.1,0.043,0.092
PCNX1,5.145,5.5920000000000005
CPA4,0.433,0.366
AC010422.7,2.093,1.635
RPL31P59,0.0,0.0
TMEM229B,0.076,0.051
AC099329.1,9.032,8.625
RCN2,6.617999999999999,7.065
TPK1,0.7759999999999999,0.565
TNIK,7.443,7.266
AC023300.2,0.0,0.0
LINC01343,0.0,0.0
SNORD61,0.0,0.32
EIF2S2P5,0.0,0.0
MMP13,0.838,0.892
ARHGAP33,10.033999999999999,10.097999999999999
AC009686.2,0.305,0.162
OR2M3,0.0,0.0
PGK1P2,0.833,0.732
CRYBB2,0.0,0.08900000000000001
MIR378H,0.529,0.0
PRKD3,7.5120000000000005,7.869
WNT10B,1.4869999999999999,1.402
AC007638.2,0.0,0.0
AC006445.1,0.0,0.0
PHACTR1,0.17300000000000001,0.138
NUP85,19.379,18.871
SNORD90,0.0,0.42100000000000004
KLRG1,0.7120000000000001,0.523
AP001830.2,0.0,0.0
FP671120.2,0.0,0.009000000000000001
AL137060.1,0.19899999999999998,0.159
AL512329.1,0.138,0.0
SETP9,0.053,0.0
GRM6,0.0,0.0
SMN2,0.0,0.0
SOHLH1,0.0,0.0
HOXD4,0.193,0.268
MIR6808,1.49,3.5660000000000003
MFAP1P1,0.035,0.075
PPY2P,0.0,0.0
AP000977.1,0.0,0.0
AL121834.1,0.086,0.0
RABEP1,26.956999999999997,26.766
PRB1,0.0,0.0
TMEM106B,1.858,1.848
AL353803.1,0.0,0.0
MSTN,0.0,0.0
PITPNM1,9.23,9.392000000000001
PMM2P1,0.0,0.0
AC107956.1,0.302,0.268
FAM120C,1.249,1.27
AC073283.1,0.102,0.054000000000000006
AL132642.2,0.0,0.0
AL606748.1,0.067,0.071
AC005050.3,0.0,0.0
PRAMEF17,0.0,0.0
RCCD1,5.996,6.718
CTSH,0.149,0.095
LINC01896,1.04,1.08
MIRLET7F2,0.0,0.0
MRPL53,19.599,18.02
AL356390.1,0.0,0.0
AC009951.1,0.0,0.0
AL352984.2,0.0,0.0
AC010655.1,0.151,0.32
RNU7-124P,0.0,0.0
SLC6A3,0.0,0.0
AL139039.3,0.149,0.19
ZNF81,0.89,0.925
ZNF334,0.307,0.272
GPATCH11,8.767000000000001,9.166
MTLN,5.678,5.426
AP000439.2,0.0,0.0
EID3,6.56,7.681
SRIP1,0.0,0.0
AC110769.1,0.0,0.0
AL080316.1,0.0,0.0
RPL6P21,0.0,0.0
NEBL,0.003,0.0
RNU6-1189P,0.0,0.0
AL022393.1,0.052000000000000005,0.139
ATF4,111.194,111.235
AL355916.2,0.0,0.0
C6orf120,42.018,43.951
SENP5,9.064,9.112
DAAM1,0.898,1.052
OSTCP1,0.10800000000000001,0.114
CYSLTR1,0.0,0.0
AC007491.1,0.0,0.0
CDK2AP2,10.860999999999999,10.606
C8orf49,0.0,0.0
MAGEB18,0.0,0.0
ACRBP,0.078,0.133
LRRC37A6P,0.063,0.10800000000000001
CDH11,0.0,0.0
RNU6-1309P,0.0,0.0
TEX22,2.687,2.6239999999999997
RPL39P40,0.0,0.0
COX6CP14,0.0,0.0
RF00272,0.6509999999999999,0.0
ZNF329,2.76,3.283
SEMA6D,0.0,0.0
AC104596.1,0.303,0.276
AC012671.1,0.21600000000000003,0.0
AC126755.6,0.184,0.146
SPINK4,0.0,0.0
ZNF861P,0.0,0.0
COPS8,14.4,13.71
AC068759.1,0.0,0.0
SLC38A5,0.033,0.047
AC068491.1,0.248,0.377
AL590093.1,0.0,0.0
AC008264.2,0.035,0.025
NDUFA3P6,0.0,0.0
GTF2IRD2B,0.157,0.153
AC233300.1,0.0,0.0
UBE2V1P5,0.0,0.0
MIR6838,5.101,3.7569999999999997
ALG12,3.347,3.605
SNORA73A,5.76,5.447
AL049779.2,0.073,0.154
KRT40,0.0,0.0
LINC01781,0.0,0.0
AL645634.1,0.0,0.0
RPS7P10,1.53,1.861
AL022322.1,0.276,0.163
HMGB1P5,4.865,4.629
AP001790.1,0.0,0.0
SNRPB,562.956,548.018
PGAM1,31.229,32.158
MED15P4,1.006,1.19
AC010422.3,5.742000000000001,4.77
RF00019,0.0,0.0
RPL23AP32,0.0,0.0
SLC7A13,0.0,0.0
AC026688.2,0.0,0.0
PADI3,0.0,0.0
DGAT2,4.982,4.678999999999999
AC008694.2,0.0,0.306
GAPDHP41,0.0,0.0
RN7SL681P,0.0,0.0
C1orf74,0.8540000000000001,0.789
AC100793.4,0.0,0.0
CELA3B,0.0,0.0
TUBB3,32.565,31.624000000000002
AL161636.2,0.0,0.05
RAP1BP2,0.0,0.0
AL359711.1,0.0,0.0
WDSUB1,6.2989999999999995,5.584
AC020893.2,0.425,0.259
RF00012,0.22399999999999998,0.239
AC092376.3,0.0,0.0
LMF1-AS1,0.0,0.0
PCMTD2,8.44,8.488
PPP4R1-AS1,0.0,0.247
AL020997.3,0.122,0.13
LINC00667,3.832,3.845
SLIT2,0.23,0.22
DPPA5P4,0.0,0.0
H3F3AP6,0.107,0.0
PCYOX1,7.135,6.977
ZNF419,0.706,0.777
N4BP2L2-IT2,0.081,0.057
AC012510.1,3.069,3.08
AC008427.1,1.073,1.713
TKFC,4.994,4.5
RPL22,23.664,23.373
OR5AS1,0.0,0.0
RPL35AP30,0.0,0.0
RNU4-82P,0.314,0.33399999999999996
MIR615,0.0,0.0
FKBP4P2,0.0,0.0
NPM1P41,0.0,0.0
ZNF90,3.602,3.633
IQCC,2.9619999999999997,2.8680000000000003
CRYZL2P-SEC16B,0.067,0.069
HMGB1P50,0.0,0.0
TAOK1,6.196000000000001,6.341
SUSD3,0.035,0.037000000000000005
AL121658.1,2.7769999999999997,1.839
ATP5PBP1,0.0,0.16399999999999998
AL136982.7,2.315,1.4080000000000001
PPME1,12.187000000000001,11.902000000000001
AF181450.1,0.0,0.0
FGF17,0.0,0.013999999999999999
PRAMEF31P,0.0,0.0
HPRT1P1,0.0,0.0
RYR3,0.002,0.0
KLF1,0.055,0.028999999999999998
CDCA4P3,0.0,0.0
APAF1,3.679,4.074
AC011604.2,0.19399999999999998,0.136
GAPDHP70,0.042,0.08900000000000001
ATP5MC3,22.368000000000002,20.999000000000002
AL117344.1,0.071,0.0
MRPS14,7.4879999999999995,6.0920000000000005
TMEM199,4.2780000000000005,4.425
NSD1,10.312000000000001,10.725
LOX,26.666999999999998,28.186
TTR,0.0,0.0
TMEM270,0.0,0.0
AC104134.1,0.0,0.0
C1QTNF4,0.09300000000000001,0.132
AC139712.3,0.0,0.0
AC145285.6,0.428,0.486
RNU6-437P,0.0,0.0
RBPJ,7.58,7.2410000000000005
AC093752.2,0.077,0.08199999999999999
