"","SYMBOL","GENEID","len"
"4236","LRP5","ENSG00000162337",6182
"4237","PPP6R3","ENSG00000110075",8305
"4238","GAL","ENSG00000069482",1300
"4239","MTL5","ENSG00000132749",5789
"4240","CPT1A","ENSG00000110090",6571
"4241","MRPL21","ENSG00000197345",2825
"4242","IGHMBP2","ENSG00000132740",6465
"4244","MRGPRD","ENSG00000172938",966
"4245","MRGPRF","ENSG00000172935",2719
"4246","TPCN2","ENSG00000162341",7253
"4247","MYEOV","ENSG00000172927",3747
"4248","CCND1","ENSG00000110092",4761
"4249","ORAOV1","ENSG00000149716",7872
"4250","FGF19","ENSG00000162344",1821
"4251","FGF4","ENSG00000075388",3165
"4252","FGF3","ENSG00000186895",1607
"4253","ANO1","ENSG00000131620",6021
"4254","FADD","ENSG00000168040",1841
"4256","PPFIA1","ENSG00000131626",11704
"4257","MIR548K","ENSG00000221333",116
"4258","CTTN","ENSG00000085733",6949
"4259","SHANK2","ENSG00000162105",19336
"4260","SHANK2-AS1","ENSG00000226627",3003
"4261","SHANK2-AS3","ENSG00000171671",1683
"4262","MIR3664","ENSG00000263744",99
"4263","FLJ42102","ENSG00000172900",3496
"4264","DHCR7","ENSG00000172893",4160
"4266","NADSYN1","ENSG00000172890",16263
"4267","KRTAP5-7","ENSG00000244411",1403
"4268","KRTAP5-8","ENSG00000241233",1185
"4269","KRTAP5-9","ENSG00000254997",1136
"4270","KRTAP5-10","ENSG00000204572",1173
"4271","KRTAP5-11","ENSG00000204571",1522
"4272","FAM86C1","ENSG00000158483",2973
"4273","ALG1L9P","ENSG00000248671",9945
"4274","ALG1L9P","ENSG00000254978",549
"4275","DEFB108B","ENSG00000184276",666
"4276","RNF121","ENSG00000137522",3250
"4277","IL18BP","ENSG00000137496",4251
"4278","NUMA1","ENSG00000137497",15224
"4279","MIR3165","ENSG00000263742",75
"4280","LRTOMT","ENSG00000184154",6249
"4281","LAMTOR1","ENSG00000149357",2688
"4282","ANAPC15","ENSG00000110200",2883
"4283","FOLR3","ENSG00000110203",1396
"4284","FOLR1","ENSG00000110195",1584
"4285","FOLR2","ENSG00000165457",1416
"4286","INPPL1","ENSG00000165458",6574
"4287","PHOX2A","ENSG00000165462",1784
"4288","CLPB","ENSG00000162129",12428
"4289","PDE2A","ENSG00000186642",7182
"4290","MIR139","ENSG00000272036",68
"4291","ARAP1","ENSG00000186635",9056
"4292","STARD10","ENSG00000214530",3710
"4293","MIR4692","ENSG00000265064",63
"4294","ATG16L2","ENSG00000168010",8519
"4295","FCHSD2","ENSG00000137478",5245
"4296","P2RY2","ENSG00000175591",2861
"4297","P2RY6","ENSG00000171631",3976
"4298","ARHGEF17","ENSG00000110237",9921
"4299","RELT","ENSG00000054967",6187
"4300","FAM168A","ENSG00000054965",7887
"4301","PLEKHB1","ENSG00000021300",4933
"4302","RAB6A","ENSG00000175582",4896
"4303","MRPL48","ENSG00000175581",3830
"4304","COA4","ENSG00000181924",2159
"4305","PAAF1","ENSG00000175575",7937
"4306","DNAJB13","ENSG00000187726",3475
"4307","UCP2","ENSG00000175567",3171
"4308","UCP3","ENSG00000175564",3338
"4309","C2CD3","ENSG00000168014",12571
"4310","PPME1","ENSG00000214517",7749
"4311","P4HA3","ENSG00000149380",3990
"4312","PGM2L1","ENSG00000165434",8782
"4313","KCNE3","ENSG00000175538",3677
"4315","LIPT2","ENSG00000175536",2371
"4316","POLD3","ENSG00000077514",5501
"4317","CHRDL2","ENSG00000054938",3135
"4318","MIR4696","ENSG00000265902",70
"4319","RNF169","ENSG00000166439",7842
"4320","XRRA1","ENSG00000166435",9086
"4321","SPCS2","ENSG00000118363",2984
"4322","NEU3","ENSG00000162139",7212
"4323","OR2AT4","ENSG00000171561",8795
"4324","SLCO2B1","ENSG00000137491",10277
"4325","TPBGL","ENSG00000261594",2931
"4326","ARRB1","ENSG00000137486",9888
"4327","MIR326","ENSG00000199090",95
"4328","RPS3","ENSG00000149273",5859
"4329","SNORD15A","ENSG00000206941",148
"4330","SNORD15B","ENSG00000207445",146
"4331","KLHL35","ENSG00000149243",5041
"4332","GDPD5","ENSG00000158555",9905
"4333","SERPINH1","ENSG00000149257",6281
"4334","MAP6","ENSG00000171533",6433
"4335","MOGAT2","ENSG00000166391",4120
"4336","DGAT2","ENSG00000062282",7904
"4337","UVRAG","ENSG00000198382",7346
"4338","WNT11","ENSG00000085741",2371
"4339","PRKRIR","ENSG00000137492",7888
"4340","C11orf30","ENSG00000158636",11783
"4341","LRRC32","ENSG00000137507",4459
"4342","GUCY2EP","ENSG00000204529",2609
"4343","TSKU","ENSG00000182704",4013
"4344","ACER3","ENSG00000078124",8442
"4345","B3GNT6","ENSG00000198488",2626
"4346","CAPN5","ENSG00000149260",6137
"4347","OMP","ENSG00000254550",492
"4348","MYO7A","ENSG00000137474",10452
"4349","GDPD4","ENSG00000178795",3188
"4350","PAK1","ENSG00000149269",6299
"4351","AQP11","ENSG00000178301",2125
"4352","CLNS1A","ENSG00000074201",4581
"4353","RSF1","ENSG00000048649",15740
"4354","AAMDC","ENSG00000087884",1943
"4355","INTS4","ENSG00000149262",6067
"4356","NDUFC2-KCTD14","ENSG00000259112",826
"4357","KCTD14","ENSG00000151364",1899
"4358","THRSP","ENSG00000151365",1174
"4359","NDUFC2","ENSG00000151366",2302
"4360","ALG8","ENSG00000159063",3441
"4361","KCTD21","ENSG00000188997",3968
"4362","USP35","ENSG00000118369",5754
"4363","GAB2","ENSG00000033327",6775
"4364","NARS2","ENSG00000137513",3146
"4365","TENM4","ENSG00000149256",16414
"4366","MIR708","ENSG00000211997",88
"4367","MIR5579","ENSG00000266570",58
"4368","MIR4300","ENSG00000264110",96
"4369","FAM181B","ENSG00000182103",3925
"4370","PRCP","ENSG00000137509",13197
"4371","RAB30","ENSG00000137502",11832
"4372","SNORA70E","ENSG00000207221",135
"4373","PCF11","ENSG00000165494",9951
"4374","ANKRD42","ENSG00000137494",6751
"4375","CCDC90B","ENSG00000137500",6561
"4376","DLG2","ENSG00000150672",16709
"4377","TMEM126B","ENSG00000171204",2416
"4378","TMEM126A","ENSG00000171202",971
"4379","CREBZF","ENSG00000137504",5587
"4380","CCDC89","ENSG00000179071",2348
"4381","SYTL2","ENSG00000137501",11258
"4382","CCDC83","ENSG00000150676",2359
"4383","PICALM","ENSG00000073921",6342
"4384","EED","ENSG00000074266",6807
"4385","C11orf73","ENSG00000149196",3433
"4386","CCDC81","ENSG00000149201",4544
"4387","ME3","ENSG00000151376",3838
"4388","PRSS23","ENSG00000150687",11444
"4389","OR7E2P","ENSG00000255203",889
"4390","FZD4","ENSG00000174804",7387
"4391","TMEM135","ENSG00000166575",10096
"4392","RAB38","ENSG00000123892",1432
"4393","CTSC","ENSG00000109861",11395
"4395","GRM5-AS1","ENSG00000255082",4837
"4396","GRM5","ENSG00000168959",8657
"4397","TYR","ENSG00000077498",2593
"4398","NOX4","ENSG00000086991",6099
"4399","FOLH1B","ENSG00000134612",2495
"4400","TRIM77","ENSG00000214414",1353
"4401","TRIM49","ENSG00000168930",2163
"4402","MIR5692A1","ENSG00000266318",69
"4403","TRIM53AP","ENSG00000225581",1544
"4404","TRIM64B","ENSG00000189253",2689
"4405","TRIM64","ENSG00000204450",1535
"4406","TRIM49C","ENSG00000204449",2163
"4407","UBTFL1","ENSG00000255009",1182
"4408","NAALAD2","ENSG00000077616",7168
"4409","CHORDC1","ENSG00000110172",11099
"4410","MIR4490","ENSG00000266703",84
"4411","FAT3","ENSG00000165323",19280
"4412","MTNR1B","ENSG00000134640",1956
"4413","SLC36A4","ENSG00000180773",9709
"4414","CCDC67","ENSG00000165325",4227
"4415","SCARNA9","ENSG00000254911",353
"4416","SNORA25","ENSG00000199196",128
"4417","SNORA25","ENSG00000199392",127
"4418","SNORA25","ENSG00000200075",127
"4419","SNORA25","ENSG00000200536",124
"4420","SNORA25","ENSG00000200652",126
"4421","SNORA25","ENSG00000200991",118
"4422","SNORA25","ENSG00000201245",127
"4423","SNORA25","ENSG00000201701",128
"4424","SNORA25","ENSG00000201957",128
"4425","SNORA25","ENSG00000202377",128
"4426","SNORA25","ENSG00000207112",134
"4427","SNORA25","ENSG00000251735",124
"4428","SNORA25","ENSG00000251744",105
"4429","SNORA25","ENSG00000252011",82
"4430","SNORA25","ENSG00000252204",103
"4431","SNORA25","ENSG00000252290",132
"4432","SNORA25","ENSG00000252296",89
"4433","SNORA25","ENSG00000252550",121
"4434","SNORA25","ENSG00000252993",124
"4435","SNORA25","ENSG00000272237",114
"4436","SNORA32","ENSG00000201384",115
"4437","SNORA32","ENSG00000206776",122
"4438","SNORA32","ENSG00000206799",121
"4439","SNORA32","ENSG00000207503",121
"4441","SNORD6","ENSG00000202314",73
"4442","SNORA1","ENSG00000199405",133
"4443","SNORA1","ENSG00000201541",133
"4444","SNORA1","ENSG00000202059",134
"4445","SNORA1","ENSG00000206834",130
"4446","SNORA1","ENSG00000207407",136
"4447","SNORA8","ENSG00000206977",140
"4448","SNORA8","ENSG00000207100",139
"4449","SNORA8","ENSG00000207304",139
"4450","SNORA8","ENSG00000207410",139
"4451","SNORA8","ENSG00000212586",98
"4452","SNORD5","ENSG00000238854",75
"4453","SNORD5","ENSG00000239195",73
"4454","SNORD5","ENSG00000272166",64
"4455","SNORD5","ENSG00000276275",75
"4456","SNORA18","ENSG00000200288",128
"4457","SNORA18","ENSG00000206592",132
"4458","SNORA18","ENSG00000206849",132
"4459","SNORA18","ENSG00000207145",132
"4460","SNORA18","ENSG00000252249",124
"4461","SNORA18","ENSG00000252425",101
"4462","SNORA18","ENSG00000252601",115
"4463","SNORA18","ENSG00000252719",131
"4464","SNORA18","ENSG00000273538",132
"4465","SNORA18","ENSG00000277995",115
"4467","SNORA40","ENSG00000208308",128
"4468","SNORA40","ENSG00000210825",126
"4469","SNORA40","ENSG00000212134",128
"4470","SNORA40","ENSG00000212149",128
"4471","SNORA40","ENSG00000212266",122
"4472","SNORA40","ENSG00000212273",128
"4473","SNORA40","ENSG00000212363",128
"4474","SNORA40","ENSG00000212455",128
"4475","SNORA40","ENSG00000212579",128
"4476","SNORA40","ENSG00000212587",128
"4477","SNORA40","ENSG00000222966",126
"4478","SNORA40","ENSG00000251704",93
"4479","SNORA40","ENSG00000252049",117
"4480","SNORA40","ENSG00000252083",107
"4481","SNORA40","ENSG00000252138",111
"4482","SNORA40","ENSG00000252188",120
"4483","SNORA40","ENSG00000252352",86
"4484","SNORA40","ENSG00000252693",107
"4485","SNORA40","ENSG00000253047",121
"4486","SNORA40","ENSG00000253065",115
"4487","SNORA40","ENSG00000273499",128
"4488","SNORA40","ENSG00000274458",128
"4489","TAF1D","ENSG00000166012",7970
"4490","C11orf54","ENSG00000182919",6269
"4491","MED17","ENSG00000042429",16610
"4492","VSTM5","ENSG00000214376",3936
"4493","HEPHL1","ENSG00000181333",5809
"4494","PANX1","ENSG00000110218",2852
"4495","GPR83","ENSG00000123901",4277
"4496","MRE11A","ENSG00000020922",7689
"4498","ANKRD49","ENSG00000168876",3171
"4499","FUT4","ENSG00000196371",6059
"4500","PIWIL4","ENSG00000134627",4498
"4501","AMOTL1","ENSG00000166025",10030
"4502","CWC15","ENSG00000150316",2734
"4503","KDM4D","ENSG00000186280",2951
"4504","KDM4E","ENSG00000235268",2339
"4505","SRSF8","ENSG00000263465",4028
"4506","ENDOD1","ENSG00000149218",4651
"4507","SESN3","ENSG00000149212",10578
"4508","FAM76B","ENSG00000077458",6031
"4509","CEP57","ENSG00000166037",7101
"4511","MTMR2","ENSG00000087053",6119
"4513","MAML2","ENSG00000184384",7124
"4514","MIR1260B","ENSG00000266192",89
"4515","CCDC82","ENSG00000149231",17313
"4516","JRKL","ENSG00000183340",3815
"4517","JRKL-AS1","ENSG00000255679",426
"4518","CNTN5","ENSG00000149972",9107
"4519","ARHGAP42","ENSG00000165895",9313
"4521","PGR","ENSG00000082175",14693
"4522","TRPC6","ENSG00000137672",5616
"4523","MIR3920","ENSG00000263885",86
"4524","ANGPTL5","ENSG00000187151",2368
"4525","KIAA1377","ENSG00000110318",8200
"4526","C11orf70","ENSG00000137691",2647
"4527","YAP1","ENSG00000137693",6311
"4528","BIRC3","ENSG00000023445",7518
"4529","BIRC2","ENSG00000110330",4532
"4530","TMEM123","ENSG00000152558",4442
"4531","MMP7","ENSG00000137673",2320
"4532","MMP20","ENSG00000137674",2554
"4533","MMP27","ENSG00000137675",1876
"4534","MMP8","ENSG00000118113",3437
"4535","MMP10","ENSG00000166670",1759
"4536","WTAPP1","ENSG00000255282",3331
"4537","MMP1","ENSG00000196611",1971
"4538","MMP3","ENSG00000149968",1854
"4539","MMP12","ENSG00000262406",1822
"4540","MMP13","ENSG00000137745",2832
"4541","DCUN1D5","ENSG00000137692",13069
"4542","DYNC2H1","ENSG00000187240",15012
"4543","MIR4693","ENSG00000264200",75
"4544","PDGFD","ENSG00000170962",4263
"4545","DDI1","ENSG00000170967",2557
"4546","CASP12","ENSG00000204403",1786
"4547","CASP4","ENSG00000196954",6665
"4548","CASP5","ENSG00000137757",1592
"4549","CASP1","ENSG00000137752",3698
"4550","CARD16","ENSG00000204397",1688
"4551","CARD17","ENSG00000255221",1232
"4552","CARD18","ENSG00000255501",2280
"4553","GRIA4","ENSG00000152578",10083
"4554","MSANTD4","ENSG00000170903",5108
"4555","KBTBD3","ENSG00000182359",5210
"4556","AASDHPPT","ENSG00000149313",6003
"4557","GUCY1A2","ENSG00000152402",16361
"4558","CWF19L2","ENSG00000152404",3581
"4559","ALKBH8","ENSG00000137760",4506
"4560","ELMOD1","ENSG00000110675",5856
"4561","SLN","ENSG00000170290",906
"4562","SLC35F2","ENSG00000110660",3483
"4563","RAB39A","ENSG00000179331",1885
"4564","CUL5","ENSG00000166266",6562
"4565","ACAT1","ENSG00000075239",5869
"4566","NPAT","ENSG00000149308",7530
"4567","ATM","ENSG00000149311",23972
"4569","C11orf65","ENSG00000166323",3769
"4570","KDELC2","ENSG00000178202",4938
"4571","EXPH5","ENSG00000110723",10944
"4572","DDX10","ENSG00000178105",8606
"4573","C11orf87","ENSG00000185742",5867
"4574","ZC3H12C","ENSG00000149289",9688
"4575","RDX","ENSG00000137710",8516
"4576","FDX1","ENSG00000137714",3144
"4577","ARHGAP20","ENSG00000137727",7125
"4578","C11orf53","ENSG00000150750",1343
"4579","MIR4491","ENSG00000264032",68
"4580","POU2AF1","ENSG00000110777",6996
"4581","BTG4","ENSG00000137707",1801
"4582","MIR34B","ENSG00000207811",84
"4583","MIR34C","ENSG00000207562",77
"4584","C11orf88","ENSG00000183644",3280
"4585","LAYN","ENSG00000204381",3144
"4586","SIK2","ENSG00000170145",9740
"4587","PPP2R1B","ENSG00000137713",6686
"4588","ALG9","ENSG00000086848",8070
"4589","FDXACB1","ENSG00000255561",3551
"4590","C11orf1","ENSG00000137720",3514
"4591","CRYAB","ENSG00000109846",4388
"4592","HSPB2-C11orf52","ENSG00000254445",2058
"4593","HSPB2","ENSG00000170276",843
"4594","C11orf52","ENSG00000149300",1799
"4595","DIXDC1","ENSG00000150764",8438
"4596","DLAT","ENSG00000150768",4831
"4597","PIH1D2","ENSG00000150773",2474
"4598","C11orf57","ENSG00000150776",5755
"4599","TIMM8B","ENSG00000150779",1166
"4600","SDHD","ENSG00000204370",2790
"4601","IL18","ENSG00000150782",2605
"4602","TEX12","ENSG00000150783",1152
"4603","BCO2","ENSG00000197580",6763
"4604","PTS","ENSG00000150787",3128
"4605","NCAM1","ENSG00000149294",12737
"4606","TTC12","ENSG00000149292",5302
"4607","ANKK1","ENSG00000170209",2608
"4608","DRD2","ENSG00000149295",4117
"4609","MIR4301","ENSG00000265140",66
"4610","TMPRSS5","ENSG00000166682",2665
"4611","ZW10","ENSG00000086827",2916
"4612","CLDN25","ENSG00000228607",754
"4613","USP28","ENSG00000048028",5719
"4614","HTR3B","ENSG00000149305",4827
"4615","HTR3A","ENSG00000166736",2772
"4616","ZBTB16","ENSG00000109906",12343
"4617","NNMT","ENSG00000166741",2919
"4618","C11orf71","ENSG00000180425",2203
"4619","RBM7","ENSG00000076053",7885
"4620","REXO2","ENSG00000076043",3699
"4621","NXPE1","ENSG00000095110",4387
"4622","NXPE4","ENSG00000137634",2187
"4623","NXPE2","ENSG00000204361",1868
"4624","CADM1","ENSG00000182985",11017
"4625","BUD13","ENSG00000137656",2195
"4626","APOA5","ENSG00000110243",2019
"4627","APOA4","ENSG00000110244",1471
"4628","APOC3","ENSG00000110245",851
"4629","APOA1","ENSG00000118137",1424
"4631","SIK3","ENSG00000160584",10920
"4632","PAFAH1B2","ENSG00000168092",7084
"4633","SIDT2","ENSG00000149577",9058
"4634","TAGLN","ENSG00000149591",6550
"4635","PCSK7","ENSG00000160613",22049
"4636","RNF214","ENSG00000167257",4407
"4637","BACE1","ENSG00000186318",7190
"4638","BACE1-AS","ENSG00000278768",4680
"4639","CEP164","ENSG00000110274",12896
"4640","DSCAML1","ENSG00000177103",7036
"4641","FXYD2","ENSG00000137731",5608
"4642","FXYD6-FXYD2","ENSG00000255245",782
"4643","FXYD6","ENSG00000137726",4986
"4644","TMPRSS13","ENSG00000137747",5369
"4645","IL10RA","ENSG00000110324",8102
"4647","TMPRSS4-AS1","ENSG00000255274",3769
"4648","TMPRSS4","ENSG00000137648",9948
"4649","SCN4B","ENSG00000177098",5649
"4651","SCN2B","ENSG00000149575",10023
"4652","AMICA1","ENSG00000160593",8602
"4653","MPZL3","ENSG00000160588",3983
"4654","MPZL2","ENSG00000149573",4740
"4655","CD3E","ENSG00000198851",2659
"4657","CD3D","ENSG00000167286",929
"4659","CD3G","ENSG00000160654",3836
"4661","UBE4A","ENSG00000110344",6576
"4662","ATP5L","ENSG00000167283",2926
"4663","TTC36","ENSG00000172425",1009
"4664","TMEM25","ENSG00000149582",5529
"4665","IFT46","ENSG00000118096",3814
"4666","ARCN1","ENSG00000095139",4177
"4667","PHLDB1","ENSG00000019144",21715
"4668","TREH","ENSG00000118094",3182
"4669","DDX6","ENSG00000110367",11462
"4670","CXCR5","ENSG00000160683",4293
"4671","BCL9L","ENSG00000186174",10470
"4672","MIR4492","ENSG00000264211",80
"4673","UPK2","ENSG00000110375",1124
"4674","FOXR1","ENSG00000176302",1228
"4675","FOXR1","ENSG00000281277",1228
"4676","CCDC84","ENSG00000186166",5111
"4677","CCDC84","ENSG00000280975",5111
"4678","RPL23AP64","ENSG00000240970",435
"4679","RPL23AP64","ENSG00000281913",435
"4680","RPS25","ENSG00000118181",1477
"4681","RPS25","ENSG00000280831",1477
"4682","TRAPPC4","ENSG00000196655",4809
"4683","TRAPPC4","ENSG00000280495",4809
"4686","SLC37A4","ENSG00000137700",6186
"4687","SLC37A4","ENSG00000281500",2845
"4689","HYOU1","ENSG00000149428",7723
"4690","HYOU1","ENSG00000280682",7723
"4691","VPS11","ENSG00000160695",5907
"4692","VPS11","ENSG00000280616",5907
"4693","HMBS","ENSG00000256269",4447
"4695","H2AFX","ENSG00000188486",1614
"4696","DPAGT1","ENSG00000172269",5280
"4697","C2CD2L","ENSG00000172375",9216
"4698","HINFP","ENSG00000172273",9858
"4699","ABCG4","ENSG00000172350",6231
"4700","NLRX1","ENSG00000160703",5320
"4701","PDZD3","ENSG00000172367",3827
"4702","CCDC153","ENSG00000248712",2556
"4703","CBL","ENSG00000110395",11718
"4705","MCAM","ENSG00000076706",7422
"4706","RNF26","ENSG00000173456",2783
"4707","C1QTNF5","ENSG00000223953",1537
"4708","MFRP","ENSG00000235718",4096
"4710","USP2","ENSG00000036672",4523
"4711","THY1","ENSG00000154096",5925
"4712","PVRL1","ENSG00000110400",7817
"4713","TRIM29","ENSG00000137699",10040
"4714","OAF","ENSG00000184232",2913
"4715","POU2F3","ENSG00000137709",6700
"4716","TMEM136","ENSG00000181264",4468
"4717","ARHGEF12","ENSG00000196914",24906
"4718","GRIK4","ENSG00000149403",7518
"4719","TBCEL","ENSG00000154114",7020
"4720","TECTA","ENSG00000109927",8383
"4721","SORL1","ENSG00000137642",19408
"4723","MIR125B1","ENSG00000207971",88
"4724","BLID","ENSG00000259571",876
"4725","MIRLET7A2","ENSG00000198975",72
"4726","MIR100","ENSG00000207994",80
"4727","UBASH3B","ENSG00000154127",8964
"4728","CRTAM","ENSG00000109943",2679
"4729","C11orf63","ENSG00000109944",8589
"4730","BSX","ENSG00000188909",944
"4731","HSPA8","ENSG00000109971",4849
"4732","CLMP","ENSG00000166250",5057
"4733","MIR4493","ENSG00000265357",73
"4734","GRAMD1B","ENSG00000023171",14944
"4735","SCN3B","ENSG00000166257",10003
"4737","ZNF202","ENSG00000166261",5071
"4738","OR6X1","ENSG00000221931",1058
"4739","OR6M1","ENSG00000196099",1053
"4740","TMEM225","ENSG00000204300",1141
"4741","OR8D4","ENSG00000181518",3175
"4742","OR4D5","ENSG00000171014",1095
"4743","OR6T1","ENSG00000181499",1089
"4744","OR10S1","ENSG00000196248",1121
"4745","OR10G4","ENSG00000254737",3623
"4746","OR10G9","ENSG00000236981",936
"4747","OR10G8","ENSG00000234560",1115
"4748","OR10G7","ENSG00000182634",3449
"4749","VWA5A","ENSG00000110002",6361
"4750","OR8G1","ENSG00000197849",5055
"4751","OR8G5","ENSG00000255298",1674
"4752","OR8D1","ENSG00000196341",8507
"4754","OR8D2","ENSG00000279116",1051
"4758","OR8B4","ENSG00000280090",990
"4759","OR8B8","ENSG00000197125",3971
"4760","OR8B12","ENSG00000170953",2147
"4761","OR8A1","ENSG00000196119",6088
"4762","PANX3","ENSG00000154143",1729
"4763","TBRG1","ENSG00000154144",7155
"4764","SIAE","ENSG00000110013",8079
"4765","SPA17","ENSG00000064199",5205
"4766","NRGN","ENSG00000154146",1213
"4767","VSIG2","ENSG00000019102",1447
"4768","ESAM","ENSG00000149564",2920
"4769","MSANTD2","ENSG00000120458",4501
"4770","ROBO3","ENSG00000154134",6981
"4771","ROBO4","ENSG00000154133",6620
"4772","HEPN1","ENSG00000221932",1434
"4773","HEPACAM","ENSG00000165478",3817
"4774","CCDC15","ENSG00000149548",4823
"4775","SLC37A2","ENSG00000134955",6371
"4776","TMEM218","ENSG00000150433",5424
"4777","PKNOX2","ENSG00000165495",6538
"4778","FEZ1","ENSG00000149557",9324
"4779","EI24","ENSG00000149547",3491
"4780","STT3A","ENSG00000134910",7369
"4781","CHEK1","ENSG00000149554",5098
"4782","ACRV1","ENSG00000134940",1963
"4783","PATE1","ENSG00000171053",2362
"4784","PATE2","ENSG00000196844",1666
"4785","PATE3","ENSG00000236027",1320
"4786","PATE4","ENSG00000237353",2885
"4787","HYLS1","ENSG00000198331",2999
"4788","PUS3","ENSG00000110060",2010
"4789","DDX25","ENSG00000109832",11036
"4790","CDON","ENSG00000064309",10600
"4791","RPUSD4","ENSG00000165526",4081
"4792","FAM118B","ENSG00000197798",3534
"4793","SRPR","ENSG00000182934",4148
"4794","FOXRED1","ENSG00000110074",5657
"4795","TIRAP","ENSG00000150455",3591
"4796","DCPS","ENSG00000110063",7879
"4797","ST3GAL4","ENSG00000110080",4465
"4798","KIRREL3","ENSG00000149571",6595
"4799","KIRREL3-AS2","ENSG00000254960",494
"4800","MIR3167","ENSG00000266215",85
"4801","KIRREL3-AS3","ENSG00000218109",1768
"4802","ETS1","ENSG00000134954",7149
"4803","FLI1","ENSG00000151702",8026
"4804","KCNJ1","ENSG00000151704",4637
"4805","KCNJ5","ENSG00000120457",6237
"4807","C11orf45","ENSG00000174370",3784
"4808","TP53AIP1","ENSG00000120471",3445
"4809","ARHGAP32","ENSG00000134909",12841
"4810","BARX2","ENSG00000043039",3752
"4811","TMEM45B","ENSG00000151715",2998
"4812","NFRKB","ENSG00000170322",6335
"4813","PRDM10","ENSG00000170325",6626
"4814","LINC00167","ENSG00000233220",1419
"4815","APLP2","ENSG00000084234",7463
"4816","ST14","ENSG00000149418",4116
"4817","ZBTB44","ENSG00000196323",11032
"4818","ADAMTS8","ENSG00000134917",4141
"4819","ADAMTS15","ENSG00000166106",5673
"4820","C11orf44","ENSG00000175728",3547
"4821","SNX19","ENSG00000120451",8152
"4822","NTM","ENSG00000182667",6956
"4823","OPCML","ENSG00000183715",7583
"4824","SPATA19","ENSG00000166118",898
"4826","IGSF9B","ENSG00000080854",17879
"4827","JAM3","ENSG00000166086",5305
"4828","NCAPD3","ENSG00000151503",9114
"4829","VPS26B","ENSG00000151502",6453
"4830","THYN1","ENSG00000151500",2119
"4831","ACAD8","ENSG00000151498",7174
"4833","GLB1L3","ENSG00000166105",8945
"4834","GLB1L2","ENSG00000149328",7280
"4835","B3GAT1","ENSG00000109956",11749
"4836","FAM138D","ENSG00000249054",1289
"4837","FAM138D","ENSG00000262927",1064
"4838","IQSEC3","ENSG00000120645",7679
"4839","IQSEC3","ENSG00000262607",3824
"4840","SLC6A12","ENSG00000111181",5280
"4841","SLC6A13","ENSG00000010379",4243
"4842","KDM5A","ENSG00000073614",12029
"4843","CCDC77","ENSG00000120647",3550
"4844","B4GALNT3","ENSG00000139044",7292
"4845","NINJ2","ENSG00000171840",2048
"4846","WNK1","ENSG00000060237",14384
"4847","RAD52","ENSG00000002016",4503
"4848","ERC1","ENSG00000082805",13484
"4849","FBXL14","ENSG00000171823",2703
"4850","WNT5B","ENSG00000111186",4240
"4851","MIR3649","ENSG00000266043",66
"4852","ADIPOR2","ENSG00000006831",5831
"4853","CACNA2D4","ENSG00000151062",7463
"4854","LRTM2","ENSG00000166159",4278
"4855","DCP1B","ENSG00000151065",4610
"4856","CACNA1C","ENSG00000151067",19681
"4858","CACNA1C-AS4","ENSG00000256025",1787
"4859","CACNA1C-IT3","ENSG00000256721",622
"4860","CACNA1C-AS1","ENSG00000246627",2639
"4861","FKBP4","ENSG00000004478",5163
"4862","ITFG2","ENSG00000111203",6255
"4863","NRIP2","ENSG00000053702",2814
"4864","FOXM1","ENSG00000111206",4899
"4865","RHNO1","ENSG00000171792",2644
"4866","TULP3","ENSG00000078246",3179
"4867","TEAD4","ENSG00000197905",2275
"4868","TSPAN9","ENSG00000011105",6905
"4869","PRMT8","ENSG00000111218",6677
"4870","PARP11","ENSG00000111224",6200
"4871","CCND2","ENSG00000118971",7170
"4872","C12orf5","ENSG00000078237",9444
"4873","FGF23","ENSG00000118972",4713
"4874","FGF6","ENSG00000111241",1209
"4875","C12orf4","ENSG00000047621",4932
"4876","RAD51AP1","ENSG00000111247",2558
"4877","DYRK4","ENSG00000010219",7054
"4878","AKAP3","ENSG00000111254",3672
"4879","NDUFA9","ENSG00000139180",10391
"4880","GALNT8","ENSG00000130035",9592
"4881","KCNA6","ENSG00000151079",4237
"4882","KCNA1","ENSG00000111262",7985
"4883","KCNA5","ENSG00000130037",2910
"4884","NTF3","ENSG00000185652",2923
"4885","ANO2","ENSG00000047617",6255
"4886","VWF","ENSG00000110799",10391
"4887","CD9","ENSG00000010278",4165
"4888","PLEKHG6","ENSG00000008323",4260
"4889","TNFRSF1A","ENSG00000067182",4005
"4891","SCNN1A","ENSG00000111319",5876
"4892","LTBR","ENSG00000111321",6151
"4893","CD27-AS1","ENSG00000215039",3417
"4894","CD27","ENSG00000139193",1410
"4896","TAPBPL","ENSG00000139192",3188
"4897","VAMP1","ENSG00000139190",3580
"4898","MRPL51","ENSG00000111639",1388
"4899","NCAPD2","ENSG00000010292",6470
"4900","SCARNA10","ENSG00000239002",330
"4901","SCARNA10","ENSG00000276232",248
"4902","GAPDH","ENSG00000111640",2396
"4903","IFFO1","ENSG00000010295",5203
"4904","NOP2","ENSG00000111641",4687
"4905","CHD4","ENSG00000111642",12713
"4906","SCARNA11","ENSG00000251898",136
"4907","SCARNA11","ENSG00000252727",132
"4908","SCARNA11","ENSG00000252992",154
"4909","SCARNA11","ENSG00000253085",130
"4910","LPAR5","ENSG00000184574",2771
